sensor_name,eventID,decimalLat,decimalLon,Tipo,Dis_CP,Dis_Oleodu,Dis_Pozo,Dis_Pozact,Dis_Ferroc,Dis_Kale,Dis_Plater,DisBosque,Dis_CobNat,Dis_Cienag,Dis_MGSG,Dis_Dre345,UCSuelo,Cobertura,Tam_Parche,Plataf,Dis_PlatEf,Dis_ViaPri,Dia_ViaSec,Presión sonora 1,Presión sonora 2,Presión sonora 3,Presión sonora 4
G082,ANH_317,7.304583334,-73.82708333,PE,2492.1553,156.1961412,5251.553403,8152.182371,2248.545817,6451.652578,6779.566405,0,0,6931.715204,7680.366627,2177.950153,PVAa,Bosque Ripario,22.39233339,Platero,6451.652578,163.2749952,2893.47392,57.1,52.3,48.6,45.4
G083,ANH_88,7.368555556,-73.79841667,PE,5076.641505,3308.580278,6742.353853,6953.894181,2310.194904,5086.479912,13917.47587,0,0,5627.749763,11115.83531,1339.090204,PVAa,Bosque Ripario,19.32090914,Kale,5086.479912,4902.585679,3028.748253,54.9,43.8,41,45.1
G084,ANH_364,7.351472222,-73.70275,PE,1206.565079,619.9937815,3652.572129,8279.319101,835.8022453,15679.99693,21357.9735,2.949419827,2.949419827,11131.92482,10385.73972,3165.05735,LVBd2,Palma,43.91861556,Caracterizacion,15679.99693,4472.380139,8281.3113,33.3,54.4,40.6,41
G085,ANH_250,7.306527778,-73.79180556,PE,230.7596953,121.6527018,3097.057245,7821.43938,114.3818037,8316.747662,10360.16493,0,0,10451.79435,6926.207068,1190.462144,PVAa,Bosque Ripario,18.04081522,Platero,8316.747662,948.636083,5845.88517,61.2,67.2,47.9,50
G086,ANH_225,7.295333334,-73.843,PE,3474.98464,2185.735622,3618.375299,7046.591451,3638.480077,7183.550713,4748.134514,370.3677507,370.3677507,5124.566738,7094.135947,2108.825218,PVAa,Palma,151.4507094,Platero,4748.134514,2192.17158,3510.125913,36.4,36.2,54.3,50.8
G087,ANH_274,7.411138889,-73.79141667,PE,1597.865989,2201.52258,7038.468558,7038.468558,4590.791181,6714.810648,18195.64241,0,0,926.5986103,10870.52181,611.1443393,PVCb2,Bosque Ripario,55.52318943,Kale,6714.810648,9024.219718,39.69199034,42.2,42.6,39.1,50.5
G088,ANH_210,7.350805556,-73.80047222,PE,3524.408308,1693.973063,5349.885438,7901.098207,1521.509583,4971.608175,12309.3632,568.8771469,568.8771469,7590.471126,11272.53358,1100.3557,PVAa,Palma,39.52153838,Kale,4971.608175,3085.128441,4047.05931,49.9,37.9,37.6,60.6
G089,ANH_336,7.238555556,-73.82358333,PE,2428.740497,245.3855152,2321.258715,2675.411195,3870.410423,13657.44941,6349.831876,0,0,8493.712144,480.1785615,6599.787289,PVAa,Bosque Ripario,42.53882457,Platero,6349.831876,273.7106177,1597.304413,45.4,50.9,51.6,47.5
G090,ANH_334,7.219888889,-73.88869444,PE,2144.105976,5595.904052,3850.195258,4140.112693,9035.47871,15812.9119,3772.378162,0,0,5756.707592,2556.322099,11217.16383,PVAa,Bosque Ripario,8.483480374,Platero,3772.378162,5945.232629,2263.851917,59.4,52.3,51.9,57.9
G091,ANH_252,7.293113926,-73.76209124,PE,3609.184076,228.2090864,2150.813289,7240.048542,2910.319811,11744.93844,13114.89276,0,0,13960.01156,5267.942293,628.2334758,PVCb2,Bosque Denso,32.35788987,Caracterizacion,11744.93844,2598.184557,4660.682147,54.4,51,60.7,53.3
G092,ANH_283,7.415333334,-73.84297222,PE,5549.30667,1646.319561,2229.372859,2229.372859,9380.126083,3749.322653,16371.5713,5.34721106,0,5532.896762,5161.397187,3152.830714,RVCa,Herbazales,62.05805468,Kale,3749.322653,5037.39986,3945.35224,45.9,38.5,45.6,45.7
G093,ANH_189,7.304722222,-73.70386111,PE,1528.392855,2280.050005,1314.124,3150.125915,3704.438156,16698.99981,19671.34163,0,0,15241.79463,5251.15141,2413.155796,LVBe3,Bosque Denso,215.8260198,Caracterizacion,16698.99981,959.3696462,3160.469463,49.8,42,49.7,45.9
G094,ANH_388,7.443805556,-73.79955556,PE,3277.442176,222.1693442,6158.306801,6988.265235,7359.338176,8492.973683,20952.03833,71.45694408,71.45694408,391.150494,10201.00248,2483.184051,RVCa,Palma,18.76331158,Kale,8492.973683,6242.10869,3463.249974,48.5,59.4,44.6,42.6
G095,ANH_253,7.333166667,-73.83427778,PE,570.4228058,744.1415923,7392.234887,7392.234887,609.9899175,3202.656069,8394.995843,0,0,4934.146907,7901.140523,28.12636522,PVCb2,Bosque Ripario,99.78311601,Kale,3202.656069,720.0926526,744.9980058,35.6,42.8,40.4,37.7
G096,ANH_106,7.38475,-73.84575,PE,5344.337269,1691.100296,1752.664797,1752.664797,6185.601809,363.6895118,13026.24825,0,0,4540.620882,5659.333685,3715.027544,PVAa,Bosque Ripario,9.687221348,Kale,363.6895118,5528.516159,1807.516658,48.5,51.6,49.1,54
G097,ANH_234,7.263861111,-73.8535,PE,3765.924902,3788.349386,255.1072254,4530.515792,7211.037963,10668.9903,2808.672607,0,0,4387.629023,4364.648382,5678.817443,PVAa,Bosque Ripario,86.22164614,Platero,2808.672607,4014.995076,574.1733035,54,42.8,47.5,43.6
G098,ANH_77,7.364944445,-73.74797222,PE,4451.449482,192.1573791,1808.433184,11175.59063,1829.472462,10656.23351,17757.6908,0,0,6994.335983,12371.14165,1469.22121,PVCb2,Bosque Ripario,662.46078,Caracterizacion,10656.23351,4471.496163,6656.660846,51.4,38.8,42,43.2
G099,ANH_121,7.368472222,-73.89280556,PE,1779.731684,335.7894524,905.9162399,905.9162399,2725.840428,3389.458685,10696.22992,264.5417122,0,483.2554189,1040.897319,633.387894,RVEa,Herbazales,32.86118201,Kale,3389.458685,739.5595336,4925.369399,53.2,56.8,52.5,55
G100,ANH_159,7.278055556,-73.82661111,PE,5068.263458,1645.969578,3147.804856,5512.612701,4356.246339,9304.348068,5817.241626,0,0,7169.236655,4765.956354,4460.645466,PVAa,Bosque Ripario,28.17855899,Platero,5817.241626,1761.930643,3844.732882,47.5,50.4,49.8,45.6
