Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	1840.256	2376.997		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	1840.256	2376.997	2250.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	3220.447	3757.188		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	3220.447	3757.188	3750.000	BIO	INSECT	
3	Waveform 1	1	1.241768472	59.999994792	3680.511	4293.930		BIO	INSECT	
3	Spectrogram 1	1	1.241768472	59.999994792	3680.511	4293.930	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	4293.930	5060.703		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	4293.930	5060.703	4500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	5980.831	6364.217		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	5980.831	6364.217	6000.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6364.217	8051.118		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6364.217	8051.118	6750.000	BIO	INSECT	
7	Waveform 1	1	2.088428793	53.339600262	13571.885	17482.428		BIO	INSECT	
7	Spectrogram 1	1	2.088428793	53.339600262	13571.885	17482.428	15750.000	BIO	INSECT	
8	Waveform 1	1	11.627468417	19.529631419	8817.891	9891.374		BIO	INSECT	
8	Spectrogram 1	1	11.627468417	19.529631419	8817.891	9891.374	9375.000	BIO	INSECT	
9	Waveform 1	1	0.255681796	59.863012074	20000.000	31000.000			INDETE	
9	Spectrogram 1	1	0.255681796	59.863012074	20000.000	31000.000	23625.000		INDETE	
