Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	10.950140160	12.643460803	9661.342	24536.741		BIO	INSECT	
1	Spectrogram 1	1	10.950140160	12.643460803	9661.342	24536.741	18375.000	BIO	INSECT	
2	Waveform 1	1	4.515521715	55.710249162	16869.010	19782.748		BIO	INSECT	
2	Spectrogram 1	1	4.515521715	55.710249162	16869.010	19782.748	18750.000	BIO	INSECT	
3	Waveform 1	1	3.838193458	4.741297801	22236.422	25763.578		BIO	INSECT	
3	Spectrogram 1	1	3.838193458	4.741297801	22236.422	25763.578	24000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	14108.626	25150.160		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	14108.626	25150.160	19125.000	BIO	INSECT	
5	Waveform 1	1	19.134523268	48.654746482	20856.230	25150.160		BIO	INSECT	
5	Spectrogram 1	1	19.134523268	48.654746482	20856.230	25150.160	22875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.943550770	9124.601	10428.115		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.943550770	9124.601	10428.115	9750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	7744.409	8664.537		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7744.409	8664.537	7875.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	7130.990	7514.377		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	7130.990	7514.377	7500.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	5674.121	6440.895		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	5674.121	6440.895	6000.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	4600.639	5750.799		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5750.799	5250.000	BIO	INSECT	
11	Waveform 1	1	0.000000000	59.999994792	3373.802	4063.898		BIO	INSECT	
11	Spectrogram 1	1	0.000000000	59.999994792	3373.802	4063.898	3750.000	BIO	INSECT	
12	Waveform 1	1	0.733772279	7.789274959	2760.383	3297.125		BIO	INSECT	
12	Spectrogram 1	1	0.733772279	7.789274959	2760.383	3297.125	3000.000	BIO	INSECT	
13	Waveform 1	1	56.670691947	59.994270064	53324.308	63778.174		BIO	MURCIE	PTEPAR
13	Spectrogram 1	1	56.670691947	59.994270064	53324.308	63778.174	60750.000	BIO	MURCIE	PTEPAR
