Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	1763.578		BIO	HERPET	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	1763.578	375.000	BIO	HERPET	
2	Waveform 1	1	0.112888043	8.410159195	2607.029	3450.479		BIO	INSECT	
2	Spectrogram 1	1	0.112888043	8.410159195	2607.029	3450.479	3375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	1993.610	2607.029		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	1993.610	2607.029	2250.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3220.447	3987.220		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3220.447	3987.220	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4600.639	5290.735		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4600.639	5290.735	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6364.217	6900.958		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6364.217	6900.958	6750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	7974.441	8511.182		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	7974.441	8511.182	8250.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	9431.310	10428.115		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	9431.310	10428.115	9750.000	BIO	INSECT	
9	Waveform 1	1	0.790216300	59.999994792	14338.658	16102.236		BIO	INSECT	
9	Spectrogram 1	1	0.790216300	59.999994792	14338.658	16102.236	15375.000	BIO	INSECT	
10	Waveform 1	1	34.183558893	48.523751271	18756.303	27428.571		BIO	MURCIE	MOLOSSI
10	Spectrogram 1	1	34.183558893	48.523751271	18756.303	27428.571	22875.000	BIO	MURCIE	MOLOSSI
11	Waveform 1	1	23.371665901	26.912849516	19563.025	26218.487		BIO	MURCIE	MOLOSSI
11	Spectrogram 1	1	23.371665901	26.912849516	19563.025	26218.487	22875.000	BIO	MURCIE	MOLOSSI
12	Waveform 1	1	4.810445391	6.223797541	19764.706	25613.445		BIO	MURCIE	MOLOSSI
12	Spectrogram 1	1	4.810445391	6.223797541	19764.706	25613.445	22875.000	BIO	MURCIE	MOLOSSI
