Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	57.670449539	59.999994792	1489.579	2340.767		BIO	AVEVOC	
1	Spectrogram 1	1	57.670449539	59.999994792	1489.579	2340.767	1875.000	BIO	AVEVOC	
2	Waveform 1	1	0.000000000	59.999994792	6171.114	6809.505		BIO	INSEC	
2	Spectrogram 1	1	0.000000000	59.999994792	6171.114	6809.505	6750.000	BIO	INSECT	
3	Waveform 1	1	1.079545361	59.772722084	23194.876	23939.665		BIO	INSECT	
3	Spectrogram 1	1	1.079545361	59.772722084	23194.876	23939.665	23625.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	7341.497	8831.077		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	7341.497	8831.077	7875.000	BIO	INSECT	
5	Waveform 1	1	0.227272708	59.999994792	4681.535	5851.918		BIO	INSECT	
5	Spectrogram 1	1	0.227272708	59.999994792	4681.535	5851.918	5250.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	4043.143	4575.136		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	4043.143	4575.136	4125.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	3298.354	3830.346		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	3298.354	3830.346	3750.000	BIO	INSECT	
