Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.282220107	4.007525522	2760.383	3373.802		BIO	INSECT	
1	Spectrogram 1	1	0.282220107	4.007525522	2760.383	3373.802	3000.000	BIO	INSECT	
2	Waveform 1	1	28.730006913	59.999994792	2530.351	3373.802		BIO	INSECT	
2	Spectrogram 1	1	28.730006913	59.999994792	2530.351	3373.802	3000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	3220.447	4063.898		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	3220.447	4063.898	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	2223.642	2607.029		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	2223.642	2607.029	2250.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4523.962	5904.153		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4523.962	5904.153	5250.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	7130.990	7821.086		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	7130.990	7821.086	7500.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	6364.217	6977.636		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	6364.217	6977.636	6750.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.153334470	7514.377	10581.470		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.153334470	7514.377	10581.470	7875.000	BIO	INSECT	
9	Waveform 1	1	0.564440214	59.040446427	12728.435	17865.815		BIO	INSECT	
9	Spectrogram 1	1	0.564440214	59.040446427	12728.435	17865.815	15750.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	0.000	1150.160		ANT	TRAMOT	
10	Spectrogram 1	1	0.000000000	59.999994792	0.000	1150.160	375.000	ANT	TRAMOT	
11	Waveform 1	1	0.035154453	7.466908288	32120.301	37533.835		BIO	INSECT	
11	Spectrogram 1	1	0.035154453	7.466908288	32120.301	37533.835	35625.000	BIO	INSECT	
12	Waveform 1	1	8.390531860	57.952312021	33203.008	37533.835		BIO	INSECT	
12	Spectrogram 1	1	8.390531860	57.952312021	33203.008	37533.835	36000.000	BIO	INSECT	
13	Waveform 1	1	0.358664742	54.157946494	37513.876	42617.804		BIO	INSECT	
13	Spectrogram 1	1	0.358664742	54.157946494	37513.876	42617.804	39375.000	BIO	INSECT	
