Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	690.096	1840.256		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	690.096	1840.256	1125.000	BIO	INSECT	
2	Waveform 1	1	1.128880429	59.999994792	2223.642	3220.447		BIO	INSECT	
2	Spectrogram 1	1	1.128880429	59.999994792	2223.642	3220.447	3000.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	3450.479	4523.962		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	3450.479	4523.962	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4677.316	5214.058		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4677.316	5214.058	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	5597.444	5980.831		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	5597.444	5980.831	5625.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.999994792	6134.185	8511.182		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.999994792	6134.185	8511.182	7500.000	BIO	INSECT	
8	Waveform 1	1	6.208842358	53.170268197	10964.856	18862.620		BIO	INSECT	
8	Spectrogram 1	1	6.208842358	53.170268197	10964.856	18862.620	16875.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	8971.246	9891.374		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	8971.246	9891.374	9375.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	10482.481	26201.330		BIO		
10	Spectrogram 1	1	0.000000000	59.999994792	10482.481	26201.330	16875.000	BIO		
