Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	3.217309222	59.999994792	10504.792	32314.554		BIO		
1	Spectrogram 1	1	3.217309222	59.999994792	10504.792	32314.554	17250.000	BIO		
2	Waveform 1	1	0.000000000	59.999994792	6747.604	8894.569		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	6747.604	8894.569	7500.000	BIO	INSECT	
3	Waveform 1	1	0.959548364	58.588894256	5674.121	6440.895		BIO	INSECT	
3	Spectrogram 1	1	0.959548364	58.588894256	5674.121	6440.895	6375.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3450.479	4293.930		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3450.479	4293.930	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4523.962	5214.058		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4523.962	5214.058	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	0.000	2453.674		BIO	HERPET	
6	Spectrogram 1	1	0.000000000	59.999994792	0.000	2453.674	750.000	BIO	HERPET	
