Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.624999946	1.818181660	17755.486	60789.969		BIO	INSECT	
1	Spectrogram 1	1	0.624999946	1.818181660	17755.486	60789.969	24000.000	BIO	INSECT	
2	Waveform 1	1	1.534090776	58.238631308	1805.643	2557.994		BIO	INDETE	
2	Spectrogram 1	1	1.534090776	58.238631308	1805.643	2557.994	1875.000	BIO	INDETE	
3	Waveform 1	1	0.056818177	54.715904341	11435.737	13166.144		BIO	INDETE	
3	Spectrogram 1	1	0.056818177	54.715904341	11435.737	13166.144	12750.000	BIO	INDETE	
4	Waveform 1	1	0.000000000	59.943176615	11661.442	16927.900		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.943176615	11661.442	16927.900	15000.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	6018.809	10156.740		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	6018.809	10156.740	7125.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	4363.636	5492.163		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	4363.636	5492.163	4875.000	BIO	INSECT	
