Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	4.943181389	8.409090179	9630.094	27084.639		BIO	INSECT	
1	Spectrogram 1	1	4.943181389	8.409090179	9630.094	27084.639	16875.000	BIO	INSECT	
2	Waveform 1	1	3.749999674	54.261358926	11435.737	13090.909		BIO	INDETE	
2	Spectrogram 1	1	3.749999674	54.261358926	11435.737	13090.909	12375.000	BIO	INDETE	
3	Waveform 1	1	15.113635052	57.840904070	6394.984	16626.959		BIO	INDETE	
3	Spectrogram 1	1	15.113635052	57.840904070	6394.984	16626.959	7500.000	BIO	INDETE	
4	Waveform 1	1	0.000000000	59.999994792	2557.994	4739.812		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	2557.994	4739.812	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	5793.103	6545.455		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	5793.103	6545.455	6000.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	6545.455	7824.451		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	6545.455	7824.451	7125.000	BIO	INSECT	
