Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.048780484	59.951214308	7602.094	8984.293		BIO	INSECT	
1	Spectrogram 1	1	0.048780484	59.951214308	7602.094	8984.293	8250.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.951214308	6094.241	6722.513		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.951214308	6094.241	6722.513	6375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.951214308	9235.602	10931.937		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.951214308	9235.602	10931.937	9750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.951214308	0.000	376.963		ANT	TRAMOT	
4	Spectrogram 1	1	0.000000000	59.951214308	0.000	376.963	375.000	ANT	TRAMOT	
5	Waveform 1	1	0.000000000	59.999994792	188.482	628.272		BIO	AVEVOC	ZENAUR
5	Spectrogram 1	1	0.000000000	59.999994792	188.482	628.272	375.000	BIO	AVEVOC	ZENAUR
6	Waveform 1	1	3.756097235	12.926828146	628.272	6659.686		BIO	AVEVOC	ORT_SP
6	Spectrogram 1	1	3.756097235	12.926828146	628.272	6659.686	1500.000	BIO	AVEVOC	ORT_SP
7	Waveform 1	1	31.804875288	39.560972176	376.963	4146.597		BIO	AVEVOC	ORT_SP
7	Spectrogram 1	1	31.804875288	39.560972176	376.963	4146.597	1125.000	BIO	AVEVOC	ORT_SP
8	Waveform 1	1	50.146337110	59.999994792	753.927	5591.623		BIO	AVEVOC	
8	Spectrogram 1	1	50.146337110	59.999994792	753.927	5591.623	3375.000	BIO	AVEVOC	
9	Waveform 1	1	42.097557321	52.195117420	4712.042	5780.105		BIO	INSECT	
9	Spectrogram 1	1	42.097557321	52.195117420	4712.042	5780.105	5250.000	BIO	INSECT	
10	Waveform 1	1	0.243902418	59.902433825	15832.461	17277.487		BIO	INSECT	
10	Spectrogram 1	1	0.243902418	59.902433825	15832.461	17277.487	16875.000	BIO	INSECT	
11	Waveform 1	1	0.878048704	6.585365282	12125.654	26575.916		BIO	INSECT	
11	Spectrogram 1	1	0.878048704	6.585365282	12125.654	26575.916	21750.000	BIO	INSECT	
14	Waveform 1	1	16.829266832	53.658531928	1382.199	2010.471		BIO	AVEVOC	CRYSOU
14	Spectrogram 1	1	16.829266832	53.658531928	1382.199	2010.471	1500.000	BIO	AVEVOC	CRYSOU
