Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
3	Waveform 1	1	17.499998481	18.579543842	9780.564	25870.021		BIO	INSECT	
3	Spectrogram 1	1	17.499998481	18.579543842	9780.564	25870.021	16875.000	BIO	INSECT	
4	Waveform 1	1	0.170454531	8.977271948	9554.859	10457.680		BIO	INSECT	
4	Spectrogram 1	1	0.170454531	8.977271948	9554.859	10457.680	9750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	8050.157	9329.154		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	8050.157	9329.154	8625.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	8.181817472	6394.984	7523.511		BIO	INDETE	
6	Spectrogram 1	1	0.000000000	8.181817472	6394.984	7523.511	7125.000	BIO	INDETE	
7	Waveform 1	1	12.897726153	44.261359794	6846.395	7974.922		BIO	INSECT	
7	Spectrogram 1	1	12.897726153	44.261359794	6846.395	7974.922	7500.000	BIO	INSECT	
8	Waveform 1	1	0.340909061	50.852268313	4213.166	4890.282		BIO	INSECT	
8	Spectrogram 1	1	0.340909061	50.852268313	4213.166	4890.282	4500.000	BIO	INSECT	
9	Waveform 1	1	37.670451275	59.204540315	4664.577	6470.219		BIO	AVEVOC	
9	Spectrogram 1	1	37.670451275	59.204540315	4664.577	6470.219	6000.000	BIO	AVEVOC	
10	Waveform 1	1	0.000000000	59.999994792	3235.110	3987.461		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	3235.110	3987.461	3750.000	BIO	INSECT	
