path_audio,fname,sample_rate,channels,bits,samples,length,fsize,sensor_name,date,time,site,hour
/Volumes/PAPAYA/anh_aguas_bajas/G021/G021_20220326_200000.WAV,G021_20220326_200000.WAV,192000,1,16,11520000,60.0,23040488,G021,2022-03-26 20:00:00,200000,G021,20
/Volumes/PAPAYA/anh_aguas_bajas/G021/G021_20220324_060000.WAV,G021_20220324_060000.WAV,192000,1,16,11520000,60.0,23040488,G021,2022-03-24 06:00:00,60000,G021,06
/Volumes/PAPAYA/anh_aguas_bajas/G021/G021_20220411_053000.WAV,G021_20220411_053000.WAV,192000,1,16,11520000,60.0,23040488,G021,2022-04-11 05:30:00,53000,G021,05
/Volumes/PAPAYA/anh_aguas_bajas/G021/G021_20220319_193000.WAV,G021_20220319_193000.WAV,192000,1,16,11520000,60.0,23040488,G021,2022-03-19 19:30:00,193000,G021,19
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220415_173000.WAV,G022_20220415_173000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-04-15 17:30:00,173000,G022,17
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220415_063000.WAV,G022_20220415_063000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-04-15 06:30:00,63000,G022,06
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220327_200000.WAV,G022_20220327_200000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-03-27 20:00:00,200000,G022,20
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220325_060000.WAV,G022_20220325_060000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-03-25 06:00:00,60000,G022,06
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220412_053000.WAV,G022_20220412_053000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-04-12 05:30:00,53000,G022,05
/Volumes/PAPAYA/anh_aguas_bajas/G022/G022_20220320_193000.WAV,G022_20220320_193000.WAV,192000,1,16,11520000,60.0,23040488,G022,2022-03-20 19:30:00,193000,G022,19
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220329_173000.WAV,G024_20220329_173000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-03-29 17:30:00,173000,G024,17
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220323_193000.WAV,G024_20220323_193000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-03-23 19:30:00,193000,G024,19
/Volumes/PAPAYA/anh_aguas_bajas/G024/G024_20220327_080000.WAV,G024_20220327_080000.WAV,192000,1,16,11520000,60.0,23040488,G024,2022-03-27 08:00:00,80000,G024,08
