Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	13241.379	13768.025		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	13241.379	13768.025	13500.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.943176615	9329.154	10156.740		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.943176615	9329.154	10156.740	9750.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	7673.981	8652.038		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	7673.981	8652.038	7875.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	6319.749	7373.041		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	6319.749	7373.041	6750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4438.871	5115.987		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4438.871	5115.987	4875.000	BIO	INSECT	
6	Waveform 1	1	1.022727184	57.670449539	5040.752	6169.279		BIO	INDETE	
6	Spectrogram 1	1	1.022727184	57.670449539	5040.752	6169.279	5250.000	BIO	INDETE	
7	Waveform 1	1	0.227272708	58.352267662	2407.524	3536.050		BIO	HERPET	
7	Spectrogram 1	1	0.227272708	58.352267662	2407.524	3536.050	3000.000	BIO	HERPET	
8	Waveform 1	1	15.681816821	29.204542919	2783.699	3310.345		BIO	INSECT	
8	Spectrogram 1	1	15.681816821	29.204542919	2783.699	3310.345	3000.000	BIO	INSECT	
9	Waveform 1	1	17.102271243	40.965905535	15272.727	16551.724		BIO	INSECT	
9	Spectrogram 1	1	17.102271243	40.965905535	15272.727	16551.724	16125.000	BIO	INSECT	
10	Waveform 1	1	0.696324891	59.651832346	20903.226	50322.581			INDETER	
10	Spectrogram 1	1	0.696324891	59.651832346	20903.226	50322.581	32625.000		INDETER	
