Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	441.718		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	441.718	375.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	59.999994792	3312.883	3680.982		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	3312.883	3680.982	3375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.999994792	2650.307	3165.644		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	2650.307	3165.644	3000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	36.857946001	4343.558	4858.896		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	36.857946001	4343.558	4858.896	4500.000	BIO	INSECT	
5	Waveform 1	1	0.056444021	59.999994792	7435.583	8245.399		BIO	INSECT	
5	Spectrogram 1	1	0.056444021	59.999994792	7435.583	8245.399	7875.000	BIO	INSECT	
6	Waveform 1	1	8.071495066	59.830662727	9128.834	10159.509		BIO	INSECT	
6	Spectrogram 1	1	8.071495066	59.830662727	9128.834	10159.509	9750.000	BIO	INSECT	
7	Waveform 1	1	9.764815709	46.171209539	16596.808	26609.078		BIO	INSECT	
7	Spectrogram 1	1	9.764815709	46.171209539	16596.808	26609.078	19875.000	BIO	INSECT	
