Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	15723.525	20169.487		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	15723.525	20169.487	17625.000	BIO	INSECT	
2	Waveform 1	1	0.000000000	59.999994792	2168.762	2710.953		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	2168.762	2710.953	2625.000	BIO	INSECT	
3	Waveform 1	1	14.619001553	43.066788359	2602.514	3253.143		BIO	INSECT	
3	Spectrogram 1	1	14.619001553	43.066788359	2602.514	3253.143	3000.000	BIO	INSECT	
4	Waveform 1	1	1.128880429	59.774218706	3686.895	4879.715		BIO	INSECT	
4	Spectrogram 1	1	1.128880429	59.774218706	3686.895	4879.715	4500.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4662.838	5205.029		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4662.838	5205.029	4875.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.999994792	5205.029	5638.781		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	5205.029	5638.781	5250.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	50.517399190	7156.915	8132.858		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	50.517399190	7156.915	8132.858	7500.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	6397.848	7156.915		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	6397.848	7156.915	6750.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.999994792	10084.743	28844.535		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.999994792	10084.743	28844.535	17250.000	BIO	INSECT	
