Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	6594.249	8741.214				
1	Spectrogram 1	1	0.000000000	59.999994792	6594.249	8741.214	7500.000			
2	Waveform 1	1	40.921915545	44.760109003	1380.192	2913.738		BIO	AVEVOC	FURNAR
2	Spectrogram 1	1	40.921915545	44.760109003	1380.192	2913.738	2250.000	BIO	AVEVOC	FURNAR
3	Waveform 1	1	0.451552172	59.548442620	3220.447	4293.930		BIO	INSECT	
3	Spectrogram 1	1	0.451552172	59.548442620	3220.447	4293.930	3750.000	BIO	INSECT	
4	Waveform 1	1	45.437437260	54.242704605	306.709	2376.997		BIO	AVEVOC	CAMGRY
4	Spectrogram 1	1	45.437437260	54.242704605	306.709	2376.997	750.000	BIO	AVEVOC	CAMGRY
5	Waveform 1	1	16.312322196	25.569141713	153.355	996.805		BIO	AVEVOC	
5	Spectrogram 1	1	16.312322196	25.569141713	153.355	996.805	375.000	BIO	AVEVOC	
6	Waveform 1	1	0.000000000	59.999994792	15315.171	26049.996		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.999994792	15315.171	26049.996	20250.000	BIO	INSECT	
