"group","indval","pvalue","freq","tf_bin"
"Palma",0.442925306085366,0.018,74,"V2519"
"Palma",0.442826632549713,0.02,64,"V3022"
"Palma",0.442819383240654,0.007,40,"V2269"
"Palma",0.442563599324836,0.012,58,"V225"
"Palma",0.442366008797905,0.02,66,"V2495"
"Palma",0.442347955576142,0.014,59,"V213"
"Palma",0.442263337647104,0.025,79,"V426"
"Palma",0.44220819072203,0.021,73,"V2642"
"Palma",0.441971768831393,0.01,54,"V598"
"Palma",0.441784760315748,0.015,64,"V2644"
"Palma",0.441761447528327,0.006,54,"V210"
"Palma",0.44124963241221,0.014,58,"V2883"
"Palma",0.440929299958609,0.021,67,"V3007"
"Palma",0.440735474467509,0.029,62,"V1194"
"Palma",0.440693106411049,0.025,67,"V2394"
"Palma",0.440225547556326,0.003,32,"V710"
"Palma",0.439449085960435,0.013,64,"V2626"
"Palma",0.439345299506753,0.02,54,"V2274"
"Palma",0.438732102730238,0.013,57,"V2807"
"Palma",0.438464928616951,0.017,59,"V219"
"Palma",0.438328838614694,0.01,62,"V320"
"Palma",0.437794957348649,0.012,55,"V2934"
"Palma",0.437724393907714,0.016,57,"V470"
"Palma",0.437305168746162,0.02,61,"V506"
"Palma",0.43720677298073,0.019,70,"V2623"
"Palma",0.437112254775852,0.022,65,"V2914"
"Palma",0.437089540262518,0.025,61,"V92"
"Palma",0.436796578981958,0.007,87,"V2858"
"Palma",0.43592983360595,0.015,61,"V91"
"Palma",0.435883979682002,0.015,56,"V454"
"Palma",0.435807893877204,0.012,59,"V2544"
"Palma",0.435712305904402,0.025,69,"V2326"
"Palma",0.4353594646564,0.015,60,"V87"
"Palma",0.435082924155282,0.041,77,"V2470"
"Palma",0.434886270430567,0.015,56,"V334"
"Palma",0.434817815509089,0.022,66,"V2682"
"Palma",0.434801132280094,0.018,57,"V2549"
"Palma",0.434290054476973,0.024,60,"V211"
"Palma",0.433955721004677,0.013,56,"V86"
"Palma",0.433913686765398,0.01,48,"V582"
"Palma",0.433845888875687,0.014,58,"V469"
"Palma",0.433760877165997,0.028,59,"V355"
"Palma",0.433714744538956,0.019,68,"V2650"
"Palma",0.433455886081582,0.003,33,"V2144"
"Palma",0.433110557671054,0.014,57,"V339"
"Palma",0.433084084272158,0.016,69,"V2526"
"Palma",0.433027171663404,0.006,78,"V809"
"Palma",0.432798211511878,0.012,54,"V467"
"Palma",0.432661053394827,0.019,82,"V553"
"Palma",0.432314676169546,0.014,45,"V2163"
"Palma",0.431983233620877,0.017,60,"V344"
"Palma",0.431927474959974,0.022,64,"V3042"
"Palma",0.431899542197003,0.014,52,"V602"
"Palma",0.431769684366433,0.025,69,"V508"
"Palma",0.431730909099196,0.02,68,"V2510"
"Palma",0.431386015946938,0.033,78,"V938"
"Palma",0.43111625534209,0.011,40,"V731"
"Palma",0.431066005521928,0.026,68,"V2506"
"Palma",0.430946253649995,0.017,59,"V2766"
"Palma",0.430691093532522,0.015,60,"V73"
"Palma",0.430134739484043,0.018,55,"V2679"
"Palma",0.430061556456439,0.017,69,"V2513"
"Palma",0.429964879020645,0.014,53,"V601"
"Palma",0.429860624337159,0.031,67,"V2507"
"Palma",0.429798766143938,0.027,65,"V2630"
"Palma",0.429656915637833,0.007,39,"V2166"
"Palma",0.428840804134433,0.022,60,"V2427"
"Palma",0.428560751218985,0.02,64,"V2640"
"Palma",0.42853648338193,0.02,64,"V2641"
"Palma",0.428440624038847,0.034,81,"V297"
"Palma",0.427756097561145,0.013,51,"V578"
"Palma",0.427327574636886,0.021,61,"V2769"
"Palma",0.427317199091592,0.018,58,"V2897"
"Palma",0.427031493818583,0.008,39,"V2037"
"Palma",0.426676608198366,0.038,73,"V380"
"Palma",0.42650273166731,0.015,56,"V2284"
"Palma",0.425685463291386,0.006,87,"V2986"
"Palma",0.425143384528816,0.02,45,"V2272"
"Palma",0.42409405933056,0.034,72,"V2516"
"Palma",0.424075551107705,0.029,64,"V2786"
"Palma",0.423841655369531,0.026,61,"V250"
"Palma",0.423458694364558,0.004,36,"V2039"
"Palma",0.423335592377752,0.013,48,"V2292"
"Palma",0.423221041103472,0.029,70,"V2498"
"Palma",0.422925242683275,0.014,54,"V98"
"Palma",0.42275734608978,0.027,62,"V2375"
"Palma",0.422622174787991,0.021,56,"V113"
"Palma",0.422294650557344,0.018,54,"V85"
"Palma",0.421984731739564,0.027,67,"V2497"
"Palma",0.421805746617392,0.004,34,"V2149"
"Palma",0.42179070651588,0.028,65,"V2554"
"Palma",0.421561597161034,0.042,83,"V169"
"Palma",0.421277837862024,0.006,39,"V732"
"Palma",0.421171870850155,0.034,60,"V505"
"Palma",0.420961587762044,0.019,61,"V2772"
"Palma",0.420212464063672,0.007,34,"V2147"
"Palma",0.420171259492832,0.032,74,"V2559"
"Palma",0.420108297576993,0.033,66,"V2532"
"Palma",0.420101640026236,0.021,57,"V2930"
"Palma",0.419142586715098,0.018,51,"V590"
"Palma",0.418832695430884,0.02,56,"V3058"
"Palma",0.418077905140032,0.025,51,"V2275"
"Palma",0.418071173657117,0.027,61,"V2396"
"Palma",0.417716562989258,0.023,55,"V2805"
"Palma",0.41765995667847,0.046,65,"V2541"
"Palma",0.417591662651905,0.012,47,"V592"
"Palma",0.417266679749765,0.033,65,"V3035"
"Palma",0.417008496350978,0.018,59,"V3029"
"Palma",0.416770202565676,0.021,57,"V202"
"Palma",0.415459619318209,0.011,36,"V2146"
"Palma",0.415032694684673,0.045,81,"V681"
"Palma",0.414349685069671,0.028,58,"V2801"
"Palma",0.414037249243427,0.046,80,"V298"
"Palma",0.413969011737419,0.013,52,"V2551"
"Palma",0.413775024631647,0.006,36,"V2256"
"Palma",0.413711408227542,0.037,69,"V2496"
"Palma",0.41362432464247,0.032,57,"V96"
"Palma",0.412880329819357,0.036,72,"V155"
"Palma",0.412666614359358,0.025,62,"V121"
"Palma",0.412614167943664,0.009,40,"V2167"
"Palma",0.412523362916873,0.011,46,"V587"
"Palma",0.41242762905558,0.049,62,"V2778"
"Palma",0.41205606783677,0.018,41,"V2152"
"Palma",0.411715735865787,0.05,74,"V2524"
"Palma",0.411540942406381,0.031,60,"V2670"
"Palma",0.411452206943706,0.027,61,"V2903"
"Palma",0.411323947681253,0.037,60,"V2382"
"Palma",0.411153789991181,0.032,64,"V2639"
"Palma",0.410933704188808,0.033,60,"V122"
"Palma",0.410541499602186,0.032,67,"V2509"
"Palma",0.410429356584727,0.044,65,"V2906"
"Palma",0.410051749478241,0.044,70,"V2558"
"Palma",0.409954806942063,0.024,55,"V2377"
"Palma",0.40935418317075,0.021,50,"V576"
"Palma",0.40911399162516,0.043,67,"V2773"
"Palma",0.408835925115126,0.012,38,"V2267"
"Palma",0.408770151960822,0.021,57,"V2547"
"Palma",0.408719447779112,0.02,51,"V3063"
"Palma",0.407773892441669,0.025,57,"V84"
"Palma",0.406697400492646,0.037,58,"V2674"
"Palma",0.406163858592989,0.032,58,"V2548"
"Palma",0.406089613440471,0.045,70,"V2622"
"Palma",0.405423269429482,0.027,49,"V119"
"Palma",0.405285085709152,0.022,56,"V69"
"Palma",0.405199022065149,0.027,55,"V482"
"Palma",0.405182274775012,0.009,33,"V2019"
"Palma",0.405127556121302,0.026,57,"V3010"
"Palma",0.405121334402677,0.006,32,"V2245"
"Palma",0.404963170887518,0.026,54,"V447"
"Palma",0.404356033892426,0.005,31,"V703"
"Palma",0.404168699340085,0.034,59,"V3028"
"Palma",0.403976616574982,0.04,64,"V940"
"Palma",0.403382067016374,0.035,61,"V3026"
"Palma",0.403157093282119,0.02,44,"V1197"
"Palma",0.402956624677548,0.024,48,"V597"
"Palma",0.402949246186546,0.036,60,"V2787"
"Palma",0.402929952922004,0.02,51,"V2288"
"Palma",0.402657400132897,0.003,35,"V2150"
"Palma",0.402301969330023,0.016,46,"V2161"
"Palma",0.401942985094604,0.028,55,"V449"
"Palma",0.401759482709269,0.032,58,"V81"
"Palma",0.401066108151981,0.027,51,"V345"
"Palma",0.401021551691512,0.033,57,"V2680"
"Palma",0.401015178151442,0.046,67,"V2555"
"Palma",0.400640495839085,0.042,58,"V2890"
"Palma",0.400257685658027,0.007,35,"V712"
"Palma",0.400239847053073,0.027,53,"V2373"
"Palma",0.399966321090515,0.009,33,"V2252"
"Palma",0.399743128055505,0.042,60,"V2552"
"Palma",0.399563081605,0.037,59,"V2542"
"Palma",0.399252188440143,0.012,37,"V2168"
"Palma",0.398901945352577,0.05,61,"V249"
"Palma",0.398283138816172,0.022,45,"V2156"
"Palma",0.398183820165537,0.046,54,"V2402"
"Palma",0.398059167262336,0.019,42,"V2155"
"Palma",0.397885070891033,0.042,60,"V2531"
"Palma",0.397769904364596,0.044,61,"V2904"
"Palma",0.397308408545759,0.041,57,"V371"
"Palma",0.396028463932679,0.007,36,"V2151"
"Palma",0.39595041834515,0.015,36,"V2266"
"Palma",0.395626242555904,0.011,36,"V2148"
"Palma",0.394965407925016,0.047,62,"V2393"
"Palma",0.394666701843562,0.035,54,"V2675"
"Palma",0.394009459939244,0.028,50,"V2297"
"Palma",0.393761703620572,0.021,43,"V2273"
"Palma",0.393688169777214,0.036,49,"V2298"
"Palma",0.393360360523168,0.047,60,"V3065"
"Palma",0.393194242565392,0.046,63,"V61"
"Palma",0.392411165619847,0.004,21,"V2136"
"Palma",0.392392113616052,0.039,58,"V114"
"Palma",0.392241387493314,0.008,21,"V2446"
"Palma",0.391899277186732,0.036,48,"V2287"
"Palma",0.390785439033762,0.019,36,"V2261"
"Palma",0.390439988556903,0.019,49,"V2291"
"Palma",0.389775873302222,0.043,55,"V2401"
"Palma",0.389486171506992,0.017,39,"V2171"
"Palma",0.389378788757644,0.045,55,"V2809"
"Palma",0.389226385957752,0.031,45,"V736"
"Palma",0.389074729659951,0.01,34,"V2024"
"Palma",0.389007155399452,0.044,57,"V445"
"Palma",0.388455701570921,0.035,47,"V2278"
"Palma",0.388183934946012,0.044,57,"V2676"
"Palma",0.388164726434022,0.014,33,"V2042"
"Palma",0.388151391403669,0.041,53,"V497"
"Palma",0.387452732784068,0.028,41,"V2159"
"Palma",0.387243964650816,0.046,57,"V633"
"Palma",0.386964100026672,0.045,55,"V2804"
"Palma",0.386956715284596,0.022,43,"V2270"
"Palma",0.386423434763126,0.013,38,"V2173"
"Palma",0.385862671501902,0.026,48,"V2294"
"Palma",0.385680015873521,0.012,32,"V2253"
"Palma",0.385646869864748,0.033,51,"V2290"
"Palma",0.385006991449516,0.012,33,"V2017"
"Palma",0.384884985809511,0.042,53,"V2279"
"Palma",0.384607820793979,0.013,37,"V2165"
"Palma",0.384359570987685,0.014,33,"V704"
"Palma",0.384257886636849,0.028,39,"V2027"
"Palma",0.383988087672663,0.045,54,"V500"
"Palma",0.383646962581859,0.024,47,"V2285"
"Palma",0.383532644558845,0.044,57,"V2415"
"Palma",0.38161419199948,0.019,35,"V2034"
"Palma",0.38132661337716,0.034,53,"V341"
"Palma",0.380256480708384,0.016,37,"V1010"
"Palma",0.380189916534276,0.019,39,"V1325"
"Palma",0.379575864880261,0.042,50,"V608"
"Palma",0.378458070794729,0.036,54,"V118"
"Palma",0.378444595778407,0.043,54,"V3064"
"Palma",0.378284876168884,0.041,51,"V120"
"Palma",0.377970743222259,0.016,37,"V2249"
"Palma",0.377874517811688,0.016,33,"V2040"
"Palma",0.377855492333355,0.033,52,"V634"
"Palma",0.377298259251147,0.027,46,"V2300"
"Palma",0.376804932152605,0.014,33,"V2251"
"Palma",0.375974132640736,0.012,32,"V2021"
"Palma",0.375677026665104,0.014,37,"V2170"
"Palma",0.375225925590597,0.044,48,"V2296"
"Palma",0.374484381597969,0.041,49,"V573"
"Palma",0.373947967635767,0.028,43,"V2157"
"Palma",0.373804485251288,0.022,42,"V2164"
"Palma",0.37302563596066,0.05,52,"V2282"
"Palma",0.372841855802724,0.012,31,"V2140"
"Palma",0.372616992262139,0.043,49,"V504"
"Palma",0.372430780033446,0.02,39,"V2035"
"Palma",0.3723302571415,0.018,40,"V2033"
"Palma",0.371913899456116,0.028,45,"V2293"
"Palma",0.371325524191699,0.038,48,"V2299"
"Palma",0.369587998947265,0.012,30,"V2247"
"Palma",0.369552503028938,0.024,32,"V2041"
"Palma",0.36945027497299,0.049,50,"V2276"
"Palma",0.369401791037511,0.014,30,"V721"
"Palma",0.36927041945378,0.025,34,"V2023"
"Palma",0.368567476265958,0.014,32,"V2043"
"Palma",0.368160460852526,0.049,49,"V2289"
"Palma",0.368077548527597,0.027,37,"V2172"
"Palma",0.36703841540918,0.017,29,"V2236"
"Palma",0.366644420977314,0.022,40,"V734"
"Palma",0.36644818504644,0.023,36,"V2169"
"Palma",0.364881990804957,0.022,32,"V1910"
"Palma",0.364557890942659,0.015,27,"V1914"
"Palma",0.364134828498439,0.05,52,"V503"
"Palma",0.363850805681596,0.038,41,"V2084"
"Palma",0.363564430132093,0.028,33,"V718"
"Palma",0.362875659300538,0.046,49,"V626"
"Palma",0.362345086756685,0.017,34,"V2044"
"Palma",0.36229612641463,0.028,35,"V2174"
"Palma",0.361486024708669,0.009,21,"V986"
"Palma",0.360011097908093,0.021,31,"V730"
"Palma",0.359241540739913,0.018,31,"V701"
"Palma",0.358784940496355,0.016,27,"V1916"
"Palma",0.357913223476376,0.05,43,"V2271"
"Palma",0.357706495463906,0.022,36,"V1905"
"Palma",0.357434542048102,0.041,42,"V880"
"Palma",0.355518032841404,0.016,32,"V2244"
"Palma",0.354621635475347,0.02,33,"V1198"
"Palma",0.354455256000412,0.041,40,"V2145"
"Palma",0.353698204198631,0.021,30,"V725"
"Palma",0.352540200070304,0.039,36,"V2038"
"Palma",0.351221324156334,0.004,13,"V2694"
"Palma",0.350161973799097,0.014,29,"V708"
"Palma",0.349877347141068,0.017,29,"V2238"
"Palma",0.349379803481664,0.023,33,"V1906"
"Palma",0.348773097273056,0.014,26,"V1913"
"Palma",0.348680618553461,0.016,30,"V2046"
"Palma",0.347920129574111,0.031,33,"V2241"
"Palma",0.347868967383186,0.042,43,"V883"
"Palma",0.346150654777598,0.028,35,"V887"
"Palma",0.345683944146419,0.031,34,"V1326"
"Palma",0.345167740361544,0.029,31,"V2020"
"Palma",0.344116582311714,0.037,35,"V1838"
"Palma",0.342158075643905,0.016,30,"V1018"
"Palma",0.341919852446119,0.026,28,"V1710"
"Palma",0.34112954996758,0.008,25,"V2122"
"Palma",0.34060232940625,0.009,20,"V1891"
"Palma",0.340540232654523,0.029,36,"V735"
"Palma",0.338775162217735,0.017,25,"V2318"
"Palma",0.338368387090013,0.011,20,"V2110"
"Palma",0.337767432650927,0.037,35,"V1008"
"Palma",0.335641977218937,0.021,32,"V727"
"Palma",0.334057183971687,0.008,18,"V2445"
"Palma",0.333980089134459,0.035,34,"V2243"
"Palma",0.333936894282409,0.015,22,"V1893"
"Palma",0.333868980800877,0.047,38,"V2265"
"Palma",0.333637712859784,0.041,39,"V884"
"Palma",0.333518840581225,0.018,29,"V726"
"Palma",0.333340578360647,0.031,32,"V722"
"Palma",0.333259839461114,0.022,28,"V1892"
"Palma",0.332578034360667,0.03,31,"V2045"
"Palma",0.332531174050724,0.029,30,"V2255"
"Palma",0.331767460820564,0.025,28,"V1911"
"Palma",0.331476165889564,0.012,24,"V2118"
"Palma",0.331247816574446,0.013,22,"V2129"
"Palma",0.330959020744719,0.033,39,"V890"
"Palma",0.330855977300134,0.023,24,"V1890"
"Palma",0.330338938746925,0.017,24,"V2120"
"Palma",0.328386349219266,0.036,32,"V714"
"Palma",0.327976705857542,0.013,23,"V1894"
"Palma",0.327924678721085,0.034,28,"V724"
"Palma",0.32786729653937,0.045,35,"V2143"
"Palma",0.326190315269795,0.019,22,"V2108"
"Palma",0.325931152276026,0.037,33,"V2258"
"Palma",0.325911869349003,0.028,30,"V715"
"Palma",0.324349252553586,0.048,33,"V2240"
"Palma",0.324282645643785,0.039,35,"V1011"
"Palma",0.324046601908007,0.021,25,"V1888"
"Palma",0.323934909251858,0.041,33,"V2026"
"Palma",0.323610926424079,0.017,25,"V1908"
"Palma",0.323524631402227,0.017,24,"V993"
"Palma",0.322601384505421,0.04,29,"V706"
"Palma",0.321519061240686,0.028,26,"V1912"
"Palma",0.319161245139042,0.037,32,"V2248"
"Palma",0.316053809493587,0.042,30,"V1968"
"Palma",0.314253506134826,0.038,31,"V720"
"Palma",0.313487291007981,0.027,27,"V1917"
"Palma",0.312577061932501,0.033,32,"V719"
"Palma",0.31257200886571,0.02,22,"V2114"
"Palma",0.312428307722138,0.047,34,"V2025"
"Palma",0.312099916112869,0.037,27,"V1895"
"Palma",0.311989092504027,0.034,30,"V716"
"Palma",0.311584239018268,0.018,23,"V2123"
"Palma",0.310982467645129,0.029,26,"V2138"
"Palma",0.310885220137713,0.027,24,"V1582"
"Palma",0.310343092091946,0.026,23,"V2115"
"Palma",0.310172271989751,0.029,28,"V1909"
"Palma",0.310102326593552,0.028,27,"V1785"
"Palma",0.309458487463465,0.03,27,"V2012"
"Palma",0.309377610344854,0.032,24,"V2015"
"Palma",0.309219533490839,0.022,24,"V1124"
"Palma",0.30771224367304,0.034,26,"V707"
"Palma",0.306238282707846,0.046,32,"V997"
"Palma",0.305973508388812,0.032,26,"V1143"
"Palma",0.305174375090803,0.037,24,"V2126"
"Palma",0.303655080352696,0.031,26,"V711"
"Palma",0.303580535867167,0.019,23,"V2112"
"Palma",0.302529776283806,0.037,25,"V1784"
"Palma",0.302452194359457,0.045,32,"V723"
"Palma",0.30209265008745,0.046,29,"V1897"
"Palma",0.301843020326501,0.035,25,"V2132"
"Palma",0.30163946522209,0.021,19,"V2113"
"Palma",0.300845073956344,0.019,17,"V988"
"Palma",0.300327544376141,0.03,28,"V2139"
"Palma",0.298991040610923,0.016,14,"V2566"
"Palma",0.297439921098677,0.029,23,"V2109"
"Palma",0.297270093820504,0.023,20,"V1763"
"Palma",0.296871806612812,0.046,26,"V1254"
"Palma",0.296360240126144,0.024,21,"V2080"
"Palma",0.296113068491258,0.035,24,"V1786"
"Palma",0.295878264124898,0.02,19,"V2008"
"Palma",0.29475441507249,0.017,18,"V1889"
"Palma",0.294496627761142,0.044,28,"V1126"
"Palma",0.294456555046942,0.037,22,"V2116"
"Palma",0.293576424379448,0.022,21,"V2439"
"Palma",0.293180615764783,0.035,26,"V2121"
"Palma",0.291480354204697,0.027,23,"V1661"
"Palma",0.29083010950983,0.043,26,"V2016"
"Palma",0.29077540888632,0.039,22,"V2574"
"Palma",0.289335829351374,0.044,22,"V992"
"Palma",0.288780797504385,0.039,21,"V989"
"Palma",0.288298341366256,0.043,30,"V1899"
"Palma",0.288104749246506,0.04,30,"V2234"
"Palma",0.286380784553144,0.033,21,"V2134"
"Palma",0.286187621027686,0.015,15,"V1948"
"Palma",0.2857636351043,0.015,16,"V2005"
"Palma",0.285607066879885,0.027,17,"V2082"
"Palma",0.285020366547162,0.029,22,"V1250"
"Palma",0.283895479101822,0.026,18,"V1886"
"Palma",0.283705795102769,0.046,28,"V996"
"Palma",0.282510865640954,0.027,20,"V2127"
"Palma",0.281718690848199,0.035,24,"V1782"
"Palma",0.280472288969741,0.024,12,"V1112"
"Palma",0.280140724498788,0.029,21,"V2130"
"Palma",0.278732708421234,0.034,18,"V2440"
"Palma",0.278731846762744,0.037,23,"V2125"
"Palma",0.278455569672533,0.047,26,"V1919"
"Palma",0.278036156729315,0.022,18,"V1981"
"Palma",0.275905410090473,0.042,25,"V2117"
"Palma",0.27487221259109,0.029,16,"V1985"
"Palma",0.274486912047844,0.038,21,"V2128"
"Palma",0.273674037784126,0.039,22,"V1144"
"Palma",0.272791513866035,0.043,25,"V2235"
"Palma",0.271069871113233,0.024,17,"V1509"
"Palma",0.270103395248543,0.043,18,"V2099"
"Palma",0.269481906143641,0.022,19,"V1887"
"Palma",0.269457678519722,0.028,18,"V2829"
"Palma",0.268622291200217,0.04,20,"V1787"
"Palma",0.268344384134445,0.018,15,"V1987"
"Palma",0.267347161480635,0.034,18,"V860"
"Palma",0.266014014565855,0.004,10,"V1853"
"Palma",0.264594214160344,0.04,21,"V1764"
"Palma",0.26457742081846,0.015,12,"V2065"
"Palma",0.262204728579648,0.027,18,"V13"
"Palma",0.259986068522578,0.028,17,"V1531"
"Palma",0.257373971444284,0.033,20,"V983"
"Palma",0.254397655633114,0.028,15,"V1757"
"Palma",0.252916114078796,0.021,12,"V2063"
"Palma",0.252704356215962,0.019,14,"V1856"
"Palma",0.251674583656487,0.04,19,"V1656"
"Palma",0.2510961895021,0.047,18,"V1988"
"Palma",0.251027427604592,0.03,14,"V1865"
"Palma",0.250611934962164,0.028,17,"V1980"
"Palma",0.250080300104893,0.045,22,"V2011"
"Palma",0.249169308679136,0.033,16,"V2957"
"Palma",0.249032907879124,0.028,16,"V1883"
"Palma",0.246409240780291,0.04,19,"V850"
"Palma",0.244311848500381,0.042,19,"V2004"
"Palma",0.242787182456621,0.046,18,"V981"
"Palma",0.242298237469126,0.031,14,"V1882"
"Palma",0.240179703137317,0.032,16,"V1116"
"Palma",0.239864454295026,0.024,12,"V270"
"Palma",0.239864035088217,0.025,13,"V2441"
"Palma",0.239698294810393,0.044,16,"V2006"
"Palma",0.238416201300827,0.042,17,"V2009"
"Palma",0.234653183661041,0.048,19,"V1270"
"Palma",0.233915471691939,0.027,12,"V1867"
"Palma",0.230276688302039,0.032,13,"V2827"
"Palma",0.227962726454436,0.045,15,"V1761"
"Palma",0.227907561113558,0.028,13,"V1877"
"Palma",0.22504383452478,0.048,17,"V2312"
"Palma",0.224527856121879,0.04,14,"V1989"
"Palma",0.221708210259689,0.049,16,"V1110"
"Palma",0.221413230370023,0.043,14,"V971"
"Palma",0.220609066353841,0.026,10,"V1858"
"Palma",0.218690977402165,0.04,14,"V1971"
"Palma",0.21857603808056,0.027,12,"V1861"
"Palma",0.216618400662261,0.034,11,"V1712"
"Palma",0.212121212121212,0.015,7,"V1727"
"Palma",0.210720618218374,0.049,10,"V1843"
"Palma",0.204758798456555,0.021,8,"V1587"
"Palma",0.202339047413516,0.046,11,"V1468"
"Palma",0.202149149808427,0.043,8,"V10"
"Palma",0.196592724471276,0.034,9,"V2822"
"Palma",0.188817612248641,0.026,8,"V1945"
"Palma",0.186652128795137,0.042,10,"V7"
"Palma",0.184834499195602,0.04,9,"V9"
"Palma",0.181818181818182,0.026,6,"V2954"
"Palma",0.178546780826517,0.038,9,"V1855"
"Palma",0.174832195282196,0.033,8,"V1499"
"Palma",0.171164506364685,0.025,7,"V1698"
"Palma",0.16735626580728,0.029,7,"V1435"
"Palma",0.151515151515152,0.049,5,"V1211"
