Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	6440.895	11041.534		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	6440.895	11041.534	7875.000	BIO	INSECT	
2	Waveform 1	1	6.660394530	7.168390723	11118.211	23079.872		BIO	INSECT	
2	Spectrogram 1	1	6.660394530	7.168390723	11118.211	23079.872	19125.000	BIO	INSECT	
3	Waveform 1	1	0.959548364	47.864530182	1456.869	2607.029		BIO	AVEVOC	TAPNAE
3	Spectrogram 1	1	0.959548364	47.864530182	1456.869	2607.029	1875.000	BIO	AVEVOC	TAPNAE
4	Waveform 1	1	56.161801334	59.774218706	613.419	6057.508		BIO	AVEVOC	PSITTA
4	Spectrogram 1	1	56.161801334	59.774218706	613.419	6057.508	4125.000	BIO	AVEVOC	PSITTA
5	Waveform 1	1	0.000000000	59.999994792	0.000	6517.572		BIO	AVEVOC	
5	Spectrogram 1	1	0.000000000	59.999994792	0.000	6517.572	6375.000	BIO	AVEVOC	
6	Waveform 1	1	24.222429186	59.851299300	35440.533	56432.233		BIO	INSECT	
6	Spectrogram 1	1	24.222429186	59.851299300	35440.533	56432.233	40875.000	BIO	INSECT	
