Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	10410.058	20277.925		BIO	INSECT	
1	Spectrogram 1	1	0.000000000	59.999994792	10410.058	20277.925	14250.000	BIO	INSECT	
2	Waveform 1	1	0.338664129	59.999994792	0.000	3373.802		BIO	HERPET	
2	Spectrogram 1	1	0.338664129	59.999994792	0.000	3373.802	750.000	BIO	HERPET	
3	Waveform 1	1	0.000000000	59.999994792	4370.607	5060.703		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.999994792	4370.607	5060.703	4500.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3527.157	4140.575		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3527.157	4140.575	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.943550770	5137.380	10198.083		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.943550770	5137.380	10198.083	7125.000	BIO	INSECT	
