ACI,ADI,BI,H,Hf,Ht,NDSI,NP,SC,fname,sensor_name,date
323.43643122737933,3.0821264429064197,9.858730511425346,0.8391158493024344,0.9060693199381075,0.9261055758512533,0.8534537689527153,0.0,0.0,G012_20220425_000000.WAV,G012,2022-04-25 00:00:00
313.2278627579668,3.088949282706981,10.827637464433959,0.9104319759991768,0.9298340352785988,0.9791338469626908,0.7440028511044012,0.0,0.0,G012_20220425_003000.WAV,G012,2022-04-25 00:30:00
318.7786168348593,3.0864951421081934,10.58922091343563,0.8660110026108083,0.899887603832776,0.9623546306475593,0.8572083034189435,0.0,0.0,G012_20220425_010000.WAV,G012,2022-04-25 01:00:00
326.043153412925,3.0819884630632113,8.65071371670426,0.7524877935674192,0.8129272407801669,0.9256520827685097,0.9409269706768028,1.0,1.9229474939186783e-05,G012_20220425_013000.WAV,G012,2022-04-25 01:30:00
309.2218833931387,3.0744325168504263,7.289981700785007,0.8575267277066796,0.9126610297560573,0.9395895077670683,0.7004968091747185,0.0,0.0,G012_20220425_020000.WAV,G012,2022-04-25 02:00:00
306.9543305118121,3.070239479111139,6.543403193420993,0.8765608787826003,0.9082226087086097,0.9651388000888583,0.4865612012564776,0.0,0.0,G012_20220425_023000.WAV,G012,2022-04-25 02:30:00
307.3661940050748,3.0713475129859313,11.431877770156104,0.8120330896833408,0.8957005338525383,0.9065899360254573,0.13000284813083154,1.0,0.0,G012_20220425_030000.WAV,G012,2022-04-25 03:00:00
305.9872582525959,3.067407473323306,11.753632861467857,0.7014337177210541,0.8280337547823102,0.8471076374241058,-0.03428584949606381,1.0,0.0,G012_20220425_033000.WAV,G012,2022-04-25 03:30:00
305.03863811292626,3.0634623728816206,11.127965168365282,0.773276112691801,0.8102197639168864,0.9544029251440537,-0.09245152534362287,0.0,7.866603384212776e-06,G012_20220425_040000.WAV,G012,2022-04-25 04:00:00
305.7643552251287,3.0449269435906254,9.823747382110257,0.7896588567862033,0.8726456207925564,0.9049021022634793,0.3375961247298629,1.0,0.0,G012_20220425_043000.WAV,G012,2022-04-25 04:30:00
306.71457936908826,3.031239730390328,11.289338786879465,0.5090540409892553,0.5658466524940162,0.899632504222756,-0.5863408337370535,1.0,1.7481340853806167e-06,G012_20220425_050000.WAV,G012,2022-04-25 05:00:00
306.2278301539153,3.056353415258708,11.902368383937647,0.817039623097766,0.881340341945191,0.9270421246059065,0.4685412726508095,0.0,6.118469298832158e-06,G012_20220425_053000.WAV,G012,2022-04-25 05:30:00
306.0775588570125,3.0762307002587077,12.789454993945144,0.7262929370033645,0.9057775135182157,0.8018447424051208,0.5049867350353289,0.0,1.7481340853806167e-06,G012_20220425_060000.WAV,G012,2022-04-25 06:00:00
309.02287119178675,3.076756199218712,13.422522957281211,0.8417920945418693,0.9233631801958211,0.9116587195553404,0.4604033094735132,0.0,5.24440225614185e-06,G012_20220425_063000.WAV,G012,2022-04-25 06:30:00
306.57212248704735,3.06486854958727,12.293492427787962,0.7842426562866116,0.8979824328295302,0.8733385282554736,0.5093518790452592,0.0,2.622201128070925e-06,G012_20220425_070000.WAV,G012,2022-04-25 07:00:00
304.32780588694646,3.0677088131964863,10.815618066920521,0.7981766129101737,0.8875566062684335,0.8992965713656943,0.5148780108317417,0.0,1.7481340853806167e-06,G012_20220425_073000.WAV,G012,2022-04-25 07:30:00
307.0277344246035,3.0598673539955326,7.9111067650247096,0.8446407286734384,0.9265261966208145,0.9116209900529255,0.4048630378245159,0.0,3.4962681707612334e-06,G012_20220425_080000.WAV,G012,2022-04-25 08:00:00
305.6117030760792,3.054241211448983,6.912356839194981,0.6821414964555309,0.9303366574351644,0.7332200564214247,0.2906875479488397,0.0,1.7481340853806167e-06,G012_20220425_083000.WAV,G012,2022-04-25 08:30:00
301.8377075248694,3.0860664475560236,3.9265290254594767,0.9308316213809826,0.940893216712156,0.9893063366251779,0.3030782168209423,0.0,0.0,G012_20220425_090000.WAV,G012,2022-04-25 09:00:00
301.8483662075264,3.0708252288719646,4.830156156960728,0.9318557723239121,0.9417946838446318,0.9894468383701778,0.3343911429503977,0.0,0.0,G012_20220425_093000.WAV,G012,2022-04-25 09:30:00
303.9245551201371,3.0733582250957845,3.6091484506480818,0.8412495819794285,0.9444332885188695,0.8907453731313713,0.327398218882785,0.0,0.0,G012_20220425_100000.WAV,G012,2022-04-25 10:00:00
303.25499121305654,3.058614956516172,5.248346503773801,0.8221315342440195,0.9385085211027983,0.8759979432876864,0.28305706380844103,0.0,4.370335213451542e-06,G012_20220425_103000.WAV,G012,2022-04-25 10:30:00
299.63745073929465,3.083965996691159,9.21900305919406,0.9301148617425544,0.9331522306135508,0.99674504462257,0.4176657330012802,0.0,0.0,G012_20220425_110000.WAV,G012,2022-04-25 11:00:00
299.54899899640475,3.0460953382389073,8.797859988257583,0.897429219737995,0.903621313907726,0.9931474677783405,0.3346949065977568,0.0,0.0,G012_20220425_113000.WAV,G012,2022-04-25 11:30:00
299.638537612685,3.0472774896920414,11.100193900410135,0.8095411786680563,0.8338051856655143,0.9708996688739813,0.10455511358712813,1.0,0.0,G012_20220425_120000.WAV,G012,2022-04-25 12:00:00
298.35872320578335,3.0885482749163597,11.293882756998395,0.9021564835215613,0.9052349220013272,0.9965992932829415,0.5111946081355134,0.0,0.0,G012_20220425_123000.WAV,G012,2022-04-25 12:30:00
299.86368313380416,3.0841279036650433,10.565162857537848,0.9088485945215184,0.9116922706595723,0.9968808815983528,0.4883727187301822,0.0,0.0,G012_20220425_130000.WAV,G012,2022-04-25 13:00:00
299.63926510227157,3.0890018904014642,11.761215385247318,0.9086650345342089,0.9115059569682551,0.9968832650929728,0.5115744119179003,0.0,0.0,G012_20220425_133000.WAV,G012,2022-04-25 13:30:00
299.74409609303916,3.0890386434806305,10.709700575482243,0.9103950555411257,0.9134126311819888,0.9966963718938742,0.49516822999155335,0.0,0.0,G012_20220425_140000.WAV,G012,2022-04-25 14:00:00
299.8535160875606,3.0875909072204695,12.975726671344999,0.8564852303819389,0.8595110329439465,0.9964796233602217,0.6035312174354056,0.0,0.0,G012_20220425_143000.WAV,G012,2022-04-25 14:30:00
300.0147585816142,3.088977529238161,10.839023871924365,0.8900691695299233,0.8932685828013311,0.9964183076254912,0.5269712570628816,0.0,0.0,G012_20220425_150000.WAV,G012,2022-04-25 15:00:00
