ACI,ADI,BI,H,Hf,Ht,NDSI,NP,SC,fname,sensor_name,date
299.89632621568154,3.0877488476005297,9.988510342856081,0.8766988608805708,0.8799181248741855,0.9963414050664372,0.11275623723867417,0.0,0.0,G010_20220420_000000.WAV,G010,2022-04-20 00:00:00
299.65830850409696,3.0879034172131883,9.194251257950809,0.8811695491862185,0.8843700179681482,0.9963810749834296,0.13318678825035005,0.0,0.0,G010_20220420_003000.WAV,G010,2022-04-20 00:30:00
299.74403003112303,3.088324021035139,9.101373829440394,0.8784436901967476,0.8816423007118735,0.9963719861075822,0.11866573244242681,0.0,0.0,G010_20220420_010000.WAV,G010,2022-04-20 01:00:00
299.8666160696837,3.0875656156640052,8.74026500978517,0.8708500241311485,0.8740448002274658,0.9963448371347947,0.13322060251142673,0.0,0.0,G010_20220420_013000.WAV,G010,2022-04-20 01:30:00
299.53756773818134,3.0882910059587476,8.8575596573242,0.8757667495322847,0.8789020111410137,0.99643275180966,0.11524068428056121,0.0,0.0,G010_20220420_020000.WAV,G010,2022-04-20 02:00:00
299.53766378292016,3.0892038792823886,8.763321912509673,0.880168985759375,0.8833307530641107,0.9964206303315399,0.0773983489852131,0.0,0.0,G010_20220420_023000.WAV,G010,2022-04-20 02:30:00
299.47334821597735,3.088893214528612,8.899407914385327,0.8841232427883782,0.8871393347076344,0.996600204949485,0.07804387400216928,0.0,0.0,G010_20220420_030000.WAV,G010,2022-04-20 03:00:00
299.62236341321625,3.089026740636354,8.815572185865358,0.8857625642291375,0.8887720852858028,0.9966138438566086,0.11809994246705963,0.0,0.0,G010_20220420_033000.WAV,G010,2022-04-20 03:30:00
300.25860201275987,3.0889857409383694,8.76475452245978,0.8781435612311099,0.8811706843452991,0.9965646574858101,0.12177034822362151,0.0,0.0,G010_20220420_040000.WAV,G010,2022-04-20 04:00:00
299.756009363042,3.088869575700974,8.883657216160211,0.8825487487369983,0.8855570652334911,0.9966029106258674,0.09140682941497599,0.0,0.0,G010_20220420_043000.WAV,G010,2022-04-20 04:30:00
299.3942266359492,3.0885752930552295,9.196703742227017,0.8834501094850846,0.8864708320499628,0.9965924174201053,0.10720352094322429,0.0,0.0,G010_20220420_050000.WAV,G010,2022-04-20 05:00:00
299.77671301836784,3.089140236344018,8.191625541705108,0.8794196233736412,0.8824333130733827,0.996584796091565,0.09473410229409658,0.0,0.0,G010_20220420_053000.WAV,G010,2022-04-20 05:30:00
300.3403842268319,3.089246433467441,7.667938125737104,0.8822043401609401,0.8850592399889105,0.9967743404068566,0.062065535228119015,0.0,0.0,G010_20220420_060000.WAV,G010,2022-04-20 06:00:00
300.27300923784514,3.089356504653953,7.170472412210503,0.8804944165345868,0.8834132221837301,0.9966959905332544,0.05239967637050698,0.0,0.0,G010_20220420_063000.WAV,G010,2022-04-20 06:30:00
303.549096770934,3.06454402472772,6.933431361710568,0.8450773873117123,0.8863271340522845,0.9534599075716226,-0.004166956296150529,0.0,0.0,G010_20220420_070000.WAV,G010,2022-04-20 07:00:00
300.36499909342405,3.0814467710128093,7.897663379913446,0.8784440021403203,0.8822342562637157,0.9957038007802517,0.07467687015471043,0.0,0.0,G010_20220420_073000.WAV,G010,2022-04-20 07:30:00
300.0499612201764,3.081191450274798,8.737758898988737,0.8765836416954633,0.879744852416291,0.9964066732392407,0.1136931345554257,0.0,0.0,G010_20220420_080000.WAV,G010,2022-04-20 08:00:00
300.32927284868714,3.0894792429259823,9.354048508825711,0.8703625934037188,0.8732324578377906,0.9967135160766036,0.17349416051300745,0.0,0.0,G010_20220420_083000.WAV,G010,2022-04-20 08:30:00
299.9429531886925,3.0822636157290857,8.70576463922287,0.872956798643726,0.8762305801234962,0.996263789972602,0.1478579479841268,0.0,0.0,G010_20220420_090000.WAV,G010,2022-04-20 09:00:00
