Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.951214308	0.000	691.099		ANT	TRAMOT	
1	Spectrogram 1	1	0.000000000	59.951214308	0.000	691.099	375.000	ANT	TRAMOT	
2	Waveform 1	1	0.000000000	38.829264922	2387.435	3392.670		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	38.829264922	2387.435	3392.670	3375.000	BIO	INSECT	
3	Waveform 1	1	0.000000000	59.951214308	3267.016	4209.424		BIO	INSECT	
3	Spectrogram 1	1	0.000000000	59.951214308	3267.016	4209.424	3750.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.951214308	4272.251	5465.969		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.951214308	4272.251	5465.969	4875.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.951214308	5591.623	6157.068		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.951214308	5591.623	6157.068	6000.000	BIO	INSECT	
6	Waveform 1	1	0.000000000	59.951214308	6471.204	7350.785		BIO	INSECT	
6	Spectrogram 1	1	0.000000000	59.951214308	6471.204	7350.785	6750.000	BIO	INSECT	
7	Waveform 1	1	0.000000000	59.951214308	7476.440	8356.021		BIO	INSECT	
7	Spectrogram 1	1	0.000000000	59.951214308	7476.440	8356.021	7500.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.853653341	9109.948	10178.010		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.853653341	9109.948	10178.010	9750.000	BIO	INSECT	
9	Waveform 1	1	0.000000000	59.853653341	9863.874	14261.780		BIO	INSECT	
9	Spectrogram 1	1	0.000000000	59.853653341	9863.874	14261.780	13500.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	56.048775622	12942.408	13633.508		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	56.048775622	12942.408	13633.508	13500.000	BIO	INSECT	
11	Waveform 1	1	0.439024352	58.975604637	14890.052	16209.424		BIO	INSECT	
11	Spectrogram 1	1	0.439024352	58.975604637	14890.052	16209.424	15375.000	BIO	INSECT	
12	Waveform 1	1	0.731707254	59.999994792	13570.681	19790.576		BIO	INSECT	
12	Spectrogram 1	1	0.731707254	59.999994792	13570.681	19790.576	15750.000	BIO	INSECT	
