Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación
1	Waveform 1	1	0.000000000	59.999994792	0.000	1759.162		BIO	HERPET	
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	1759.162	0.000	BIO	HERPET	
2	Waveform 1	1	0.000000000	59.999994792	2198.953	2827.225		BIO	INSECT	
2	Spectrogram 1	1	0.000000000	59.999994792	2198.953	2827.225	2625.000	BIO	INSECT	
3	Waveform 1	1	45.268288753	59.999994792	2827.225	3329.843		BIO	INSECT	
3	Spectrogram 1	1	45.268288753	59.999994792	2827.225	3329.843	3000.000	BIO	INSECT	
4	Waveform 1	1	0.000000000	59.999994792	3329.843	4397.906		BIO	INSECT	
4	Spectrogram 1	1	0.000000000	59.999994792	3329.843	4397.906	3750.000	BIO	INSECT	
5	Waveform 1	1	0.000000000	59.999994792	4586.387	4963.351		BIO	INSECT	
5	Spectrogram 1	1	0.000000000	59.999994792	4586.387	4963.351	4875.000	BIO	INSECT	
7	Waveform 1	1	1.024390155	59.999994792	5403.141	5968.586		BIO	INSECT	
7	Spectrogram 1	1	1.024390155	59.999994792	5403.141	5968.586	5625.000	BIO	INSECT	
8	Waveform 1	1	0.000000000	59.999994792	6282.723	6659.686		BIO	INSECT	
8	Spectrogram 1	1	0.000000000	59.999994792	6282.723	6659.686	6375.000	BIO	INSECT	
9	Waveform 1	1	0.829268221	5.219511742	6659.686	7225.131		BIO	INSECT	
9	Spectrogram 1	1	0.829268221	5.219511742	6659.686	7225.131	6750.000	BIO	INSECT	
10	Waveform 1	1	0.000000000	59.999994792	7476.440	8544.503		BIO	INSECT	
10	Spectrogram 1	1	0.000000000	59.999994792	7476.440	8544.503	7875.000	BIO	INSECT	
11	Waveform 1	1	1.170731606	59.902433825	9235.602	9801.047		BIO	INSECT	
11	Spectrogram 1	1	1.170731606	59.902433825	9235.602	9801.047	9750.000	BIO	INSECT	
12	Waveform 1	1	0.000000000	59.999994792	18722.513	20481.675		BIO	INSECT	
12	Spectrogram 1	1	0.000000000	59.999994792	18722.513	20481.675	19500.000	BIO	INSECT	
13	Waveform 1	1	1.414634024	59.951214308	11120.419	12188.482		BIO	INSECT	
13	Spectrogram 1	1	1.414634024	59.951214308	11120.419	12188.482	11625.000	BIO	INSECT	
14	Waveform 1	1	45.510933878	51.428915409	22893.982	60385.434		BIO	MURCIE	NOCLEP
14	Spectrogram 1	1	45.510933878	51.428915409	22893.982	60385.434	34500.000	BIO	MURCIE	NOCLEP
