Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	406.780		ANT	SONIND			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	406.780	0.000	ANT	SONIND			
2	Waveform 1	1	0.000000000	59.999994792	732.203	3010.169		BIO	HERPET			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	732.203	3010.169	1125.000	BIO	HERPET			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3905.085	4800.000		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3905.085	4800.000	4500.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4881.356	5369.492		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4881.356	5369.492	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	3661.017	4149.153		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4149.153	4125.000	BIO	INSECT			BUENO
6	Waveform 1	1	3.468207791	59.421960160	6996.610	7647.458		BIO	INSECT			BUENO
6	Spectrogram 1	1	3.468207791	59.421960160	6996.610	7647.458	7125.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	6427.119	6996.610		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	6427.119	6996.610	6750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	7972.881	8461.017		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	7972.881	8461.017	8250.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	19.017339390	8542.373	14237.288		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	19.017339390	8542.373	14237.288	8625.000	BIO	INSECT			BUENO
10	Waveform 1	1	1.098265801	59.999994792	19850.847	22616.949		BIO	INSECT			BUENO
10	Spectrogram 1	1	1.098265801	59.999994792	19850.847	22616.949	21000.000	BIO	INSECT			BUENO
