Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3010.169	3986.441		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	3010.169	3986.441	3750.000	BIO	INSECT			REGULA
2	Waveform 1	1	18.497108221	22.080922939	1220.339	5776.271		BIO	HERPET			REGULA
2	Spectrogram 1	1	18.497108221	22.080922939	1220.339	5776.271	3750.000	BIO	HERPET			REGULA
3	Waveform 1	1	40.635834623	49.017336785	1871.186	2115.254		BIO	INSECT			REGULA
3	Spectrogram 1	1	40.635834623	49.017336785	1871.186	2115.254	1875.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4149.153	4800.000		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4149.153	4800.000	4500.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6264.407	6996.610		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	6264.407	6996.610	6750.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	7728.814	8786.441		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	7728.814	8786.441	8250.000	BIO	INSECT			REGULA
7	Waveform 1	1	27.283234626	59.999994792	12772.881	32896.630		BIO	INSECT			REGULA
7	Spectrogram 1	1	27.283234626	59.999994792	12772.881	32896.630	19125.000	BIO	INSECT			REGULA
8	Waveform 1	1	52.116907460	57.672643388	43633.171	50691.995		BIO	MURCIE	SACLEP	BUSQUE	REGULA
8	Spectrogram 1	1	52.116907460	57.672643388	43633.171	50691.995	47250.000	BIO	MURCIE	SACLEP	BUSQUE	REGULA
