Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	23.757223371	46.358377479	0.000	5776.271		ANT	TRAMOT			
1	Spectrogram 1	1	23.757223371	46.358377479	0.000	5776.271	0.000	ANT	TRAMOT			
2	Waveform 1	1	1.791907359	24.450864930	488.136	5369.492		BIO	AVEVOC	ORT_SP		REGULA
2	Spectrogram 1	1	1.791907359	24.450864930	488.136	5369.492	1500.000	BIO	AVEVOC	ORT_SP		REGULA
3	Waveform 1	1	52.080920335	56.358376611	569.492	5206.780		BIO	AVEVOC	ORT_SP		REGULA
3	Spectrogram 1	1	52.080920335	56.358376611	569.492	5206.780	1500.000	BIO	AVEVOC	ORT_SP		REGULA
4	Waveform 1	1	0.000000000	59.999994792	6508.475	7728.814		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7728.814	7125.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	31.098263196	5694.915	6183.051		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	31.098263196	5694.915	6183.051	6000.000	BIO	INSECT			REGULA
6	Waveform 1	1	45.491325531	59.999994792	5613.559	6183.051		BIO	INSECT			REGULA
6	Spectrogram 1	1	45.491325531	59.999994792	5613.559	6183.051	6000.000	BIO	INSECT			REGULA
