Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	406.780	2033.898		BIO	HERPET			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	406.780	2033.898	1500.000	BIO	HERPET			BUENO
2	Waveform 1	1	1.040462337	28.786124669	2766.102	3416.949		BIO	INSECT			BUENO
2	Spectrogram 1	1	1.040462337	28.786124669	2766.102	3416.949	3375.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3498.305	4555.932		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3498.305	4555.932	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4881.356	5532.203		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4881.356	5532.203	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	5938.983	6671.186		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	5938.983	6671.186	6375.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7077.966	8542.373		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7077.966	8542.373	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	22.947974887	23.294795666	8867.797	17166.102		BIO	INSECT			BUENO
7	Spectrogram 1	1	22.947974887	23.294795666	8867.797	17166.102	13125.000	BIO	INSECT			BUENO
8	Waveform 1	1	39.132944580	39.421961896	9030.508	17003.390		BIO	INSECT			BUENO
8	Spectrogram 1	1	39.132944580	39.421961896	9030.508	17003.390	13125.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	59.999994792	16102.016	21471.507		BIO	INSECT			
9	Spectrogram 1	1	0.000000000	59.999994792	16102.016	21471.507	18000.000	BIO	INSECT			
10	Waveform 1	1	55.577229174	59.999994792	43915.059	52467.154		BIO	MURCIE	SAC_SP	BUSQUE	REGULA
10	Spectrogram 1	1	55.577229174	59.999994792	43915.059	52467.154	48750.000	BIO	MURCIE	SAC_SP	BUSQUE	REGULA
