Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	3.641618181	33.179187871	0.000	569.492		ANT	TRAMOT			
1	Spectrogram 1	1	3.641618181	33.179187871	0.000	569.492	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	2766.102	3905.085		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	2766.102	3905.085	3375.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	4555.932	5694.915		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	4555.932	5694.915	5250.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	6020.339	6915.254		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	6020.339	6915.254	6375.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	16840.678	17572.881		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	16840.678	17572.881	17250.000	BIO	INSECT			REGULA
6	Waveform 1	1	6.820808656	57.861266654	18305.085	20176.271		BIO	INSECT			REGULA
6	Spectrogram 1	1	6.820808656	57.861266654	18305.085	20176.271	18750.000	BIO	INSECT			REGULA
7	Waveform 1	1	24.566471856	36.127164494	7566.102	8054.237		BIO	INSECT			REGULA
7	Spectrogram 1	1	24.566471856	36.127164494	7566.102	8054.237	7875.000	BIO	INSECT			REGULA
