Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	5.606935929	8.034681383	10239.865	27152.900		BIO	INSECT			REGULA
1	Spectrogram 1	1	5.606935929	8.034681383	10239.865	27152.900	17625.000	BIO	INSECT			REGULA
2	Waveform 1	1	1.098265801	44.335256267	115.055	920.437		BIO	AVEVOC	PATCAY		BUENO
2	Spectrogram 1	1	1.098265801	44.335256267	115.055	920.437	750.000	BIO	AVEVOC	PATCAY		BUENO
3	Waveform 1	1	0.000000000	59.999994792	3336.585	4141.968		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3336.585	4141.968	3750.000	BIO	INSECT			BUENO
4	Waveform 1	1	19.364160169	36.936412979	5752.733	6443.061		BIO	INSECT			REGULA
4	Spectrogram 1	1	19.364160169	36.936412979	5752.733	6443.061	6000.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.924855411	59.999994792	6903.280	8283.936		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.924855411	59.999994792	6903.280	8283.936	8250.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	8283.936	9089.318		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	8283.936	9089.318	8625.000	BIO	INSECT			REGULA
