Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	2684.746		BIO	HERPET			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	2684.746	1500.000	BIO	HERPET			REGULA
2	Waveform 1	1	0.000000000	59.999994792	2603.390	3416.949		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	2603.390	3416.949	3375.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3661.017	4637.288		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4637.288	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4718.644	5288.136		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5288.136	4875.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6020.339	6915.254		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6020.339	6915.254	6750.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7810.169	8623.729		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7810.169	8623.729	8250.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	9518.644	17003.390		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	9518.644	17003.390	13875.000	BIO	INSECT			BUENO
8	Waveform 1	1	5.028901298	52.369937651	20827.119	23511.864		BIO	INSECT			BUENO
8	Spectrogram 1	1	5.028901298	52.369937651	20827.119	23511.864	22125.000	BIO	INSECT			BUENO
9	Waveform 1	1	7.186168161	49.336884735	26398.653	44312.025			INDETE			
9	Spectrogram 1	1	7.186168161	49.336884735	26398.653	44312.025	31500.000		INDETE			
