Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3416.949	4230.508		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	3416.949	4230.508	3750.000	BIO	INSECT			REGULA
2	Waveform 1	1	6.069363635	57.919070117	0.000	650.847		BIO	HERPET			MALO
2	Spectrogram 1	1	6.069363635	57.919070117	0.000	650.847	0.000	BIO	HERPET			MALO
3	Waveform 1	1	0.693641558	59.999994792	6752.542	7240.678		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.693641558	59.999994792	6752.542	7240.678	7125.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	7240.678	8379.661		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	7240.678	8379.661	7875.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	10983.051	19606.780		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	10983.051	19606.780	16500.000	BIO	INSECT			REGULA
6	Waveform 1	1	1.040462337	59.999994792	8054.237	9030.508		BIO	INSECT			REGULA
6	Spectrogram 1	1	1.040462337	59.999994792	8054.237	9030.508	8250.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	4555.932	5206.780		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	4555.932	5206.780	4875.000	BIO	INSECT			REGULA
