Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	488.136		INDETE				
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	488.136	0.000	INDETE				
2	Waveform 1	1	12.023120344	59.999994792	976.271	2603.390		BIO	HERPET			BUENO
2	Spectrogram 1	1	12.023120344	59.999994792	976.271	2603.390	1500.000	BIO	HERPET			BUENO
3	Waveform 1	1	0.000000000	59.768780939	3335.593	4718.644		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.768780939	3335.593	4718.644	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	26.705199994	6183.051	8705.085		BIO	INSECT			
4	Spectrogram 1	1	0.000000000	26.705199994	6183.051	8705.085	7500.000	BIO	INSECT			
5	Waveform 1	1	0.635838095	59.999994792	11308.475	12854.237		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.635838095	59.999994792	11308.475	12854.237	12000.000	BIO	INSECT			BUENO
6	Waveform 1	1	26.820806920	29.190748911	6020.339	6915.254		BIO	INSECT			BUENO
6	Spectrogram 1	1	26.820806920	29.190748911	6020.339	6915.254	6750.000	BIO	INSECT			BUENO
7	Waveform 1	1	29.653176617	59.999994792	6183.051	8705.085		BIO	INSECT			EXCELE
7	Spectrogram 1	1	29.653176617	59.999994792	6183.051	8705.085	7500.000	BIO	INSECT			EXCELE
8	Waveform 1	1	0.000000000	59.999994792	4718.644	5125.424		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5125.424	4875.000	BIO	INSECT			BUENO
9	Waveform 1	1	1.491477143	6.789772138	49794.133	57434.271		BIO	MURCIE	SACCAN	BUSQUE	REGULA
9	Spectrogram 1	1	1.491477143	6.789772138	49794.133	57434.271	54375.000	BIO	MURCIE	SACCAN	BUSQUE	REGULA
