Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	3.005780086	8.728322942	0.000	94698.305		BIO	INSECT			BUENO
1	Spectrogram 1	1	3.005780086	8.728322942	0.000	94698.305	16125.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.924855411	59.999994792	3579.661	4257.023		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.924855411	59.999994792	3579.661	4257.023	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	7403.390	8379.661		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	7403.390	8379.661	7875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6427.119	6996.610		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6427.119	6996.610	6750.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	10264.185	19620.117		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	10264.185	19620.117	16125.000	BIO	INSECT			BUENO
6	Waveform 1	1	11.271675322	51.040457997	0.000	96000.000		BIO	INSECT			BUENO
6	Spectrogram 1	1	11.271675322	51.040457997	0.000	96000.000	16500.000	BIO	INSECT			BUENO
