Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	2522.034		GEO	SONVIE			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	2522.034	375.000	GEO	SONVIE			
2	Waveform 1	1	11.965316880	51.676296092	1220.339	2847.458		BIO	AVEVOC			MALO
2	Spectrogram 1	1	11.965316880	51.676296092	1220.339	2847.458	1875.000	BIO	AVEVOC			MALO
3	Waveform 1	1	0.000000000	59.999994792	2928.814	3579.661		BIO	INSECT			MALO
3	Spectrogram 1	1	0.000000000	59.999994792	2928.814	3579.661	3000.000	BIO	INSECT			MALO
4	Waveform 1	1	0.000000000	59.999994792	5938.983	6264.407		BIO	INSECT			MALO
4	Spectrogram 1	1	0.000000000	59.999994792	5938.983	6264.407	6000.000	BIO	INSECT			MALO
5	Waveform 1	1	0.000000000	59.999994792	7159.322	7972.881		BIO	INSECT			MALO
5	Spectrogram 1	1	0.000000000	59.999994792	7159.322	7972.881	7500.000	BIO	INSECT			MALO
6	Waveform 1	1	0.000000000	59.999994792	16601.348	25794.568		BIO	INSECT			MALO
6	Spectrogram 1	1	0.000000000	59.999994792	16601.348	25794.568	20625.000	BIO	INSECT			MALO
