Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3340.206	3773.196		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3340.206	3773.196	3750.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	4762.887	5010.309		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	4762.887	5010.309	4875.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	6865.979	7298.969		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	6865.979	7298.969	7125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	7608.247	8041.237		BIO	INSECT			MALO
4	Spectrogram 1	1	0.000000000	59.999994792	7608.247	8041.237	7875.000	BIO	INSECT			MALO
5	Waveform 1	1	0.000000000	59.999994792	13793.814	14474.227		BIO	INSECT			MALO
5	Spectrogram 1	1	0.000000000	59.999994792	13793.814	14474.227	14250.000	BIO	INSECT			MALO
6	Waveform 1	1	8.465345800	43.069303192	8597.938	23628.866		BIO	INSECT			BUENO
6	Spectrogram 1	1	8.465345800	43.069303192	8597.938	23628.866	16125.000	BIO	INSECT			BUENO
