Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	569.492		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	569.492	0.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3254.237	4474.576		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3254.237	4474.576	4125.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4718.644	5206.780		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4718.644	5206.780	4875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6589.831	7159.322		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6589.831	7159.322	6750.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7566.102	8542.373		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7566.102	8542.373	7875.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	10006.780	19200.000		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	10006.780	19200.000	16125.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	10006.780	30025.076		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	10006.780	30025.076	16500.000	BIO	INSECT			REGULA
