Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	22.254333328	58.034677043	488.136	2440.678		BIO	AVEVOC	CAMGRY		BUENO
1	Spectrogram 1	1	22.254333328	58.034677043	488.136	2440.678	1125.000	BIO	AVEVOC	CAMGRY		BUENO
3	Waveform 1	1	3.699421644	6.589594804	0.000	813.559		BIO	AVEVOC			REGULA
3	Spectrogram 1	1	3.699421644	6.589594804	0.000	813.559	375.000	BIO	AVEVOC			REGULA
4	Waveform 1	1	16.416183546	20.057801727	0.000	894.915		ANT	HERRAM			
4	Spectrogram 1	1	16.416183546	20.057801727	0.000	894.915	375.000	ANT	HERRAM			
5	Waveform 1	1	0.000000000	44.913290899	2603.390	4393.220		BIO	AVEVOC			
5	Spectrogram 1	1	0.000000000	44.913290899	2603.390	4393.220	3375.000	BIO	AVEVOC			
6	Waveform 1	1	0.000000000	59.999994792	6996.610	8216.949		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	6996.610	8216.949	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	5776.271	6264.407		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	5776.271	6264.407	6000.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	14806.780	25757.119		BIO	INSECT			REGULA
8	Spectrogram 1	1	0.000000000	59.999994792	14806.780	25757.119	21000.000	BIO	INSECT			REGULA
