Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	732.203		GEO	FLUAGU			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	732.203	0.000	GEO	FLUAGU			
2	Waveform 1	1	0.000000000	59.999994792	3172.881	4800.000		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3172.881	4800.000	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	49.132943712	51.560689166	6833.898	31449.877		BIO	INSECT			BUENO
3	Spectrogram 1	1	49.132943712	51.560689166	6833.898	31449.877	21000.000	BIO	INSECT			BUENO
4	Waveform 1	1	1.502890043	6.936415583	7484.746	8623.729		BIO	INSECT			BUENO
4	Spectrogram 1	1	1.502890043	6.936415583	7484.746	8623.729	7875.000	BIO	INSECT			BUENO
5	Waveform 1	1	22.254333328	47.572250206	6020.339	6589.831		BIO	INSECT			BUENO
5	Spectrogram 1	1	22.254333328	47.572250206	6020.339	6589.831	6375.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7077.966	8461.017		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7077.966	8461.017	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	6345.763	6833.898		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	6345.763	6833.898	6750.000	BIO	INSECT			BUENO
