Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	650.847	4881.356		BIO	AVEVOC			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	650.847	4881.356	3750.000	BIO	AVEVOC			REGULA
2	Waveform 1	1	5.722542856	54.219648473	5369.492	6020.339		BIO	INSECT			REGULA
2	Spectrogram 1	1	5.722542856	54.219648473	5369.492	6020.339	6000.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	59.999994792	6589.831	8216.949		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	6589.831	8216.949	7875.000	BIO	INSECT			REGULA
4	Waveform 1	1	17.167628568	35.606933325	406.780	894.915		ANT	ANIDOM			
4	Spectrogram 1	1	17.167628568	35.606933325	406.780	894.915	750.000	ANT	ANIDOM			
5	Waveform 1	1	0.054154825	6.280355999	26595.658	50658.396		BIO	MURCIE	MOLMOL	BUSQUE	REGULA
5	Spectrogram 1	1	0.054154825	6.280355999	26595.658	50658.396	39000.000	BIO	MURCIE	MOLMOL	BUSQUE	REGULA
6	Waveform 1	1	20.718187978	35.093048645	30141.746	48125.476		BIO	MURCIE	MOLMOL	BUSQUE	REGULA
6	Spectrogram 1	1	20.718187978	35.093048645	30141.746	48125.476	37125.000	BIO	MURCIE	MOLMOL	BUSQUE	REGULA
7	Waveform 1	1	24.317164670	24.648620944	42806.345	57243.988		BIO	MURCIE	MOLMOL	APROXI	MALO
7	Spectrogram 1	1	24.317164670	24.648620944	42806.345	57243.988	46500.000	BIO	MURCIE	MOLMOL	APROXI	MALO
8	Waveform 1	1	24.588356167	24.844481471	19756.775	49898.520		BIO	MURCIE	MOLMOL	TERMIN	REGULA
8	Spectrogram 1	1	24.588356167	24.844481471	19756.775	49898.520	25500.000	BIO	MURCIE	MOLMOL	TERMIN	REGULA
9	Waveform 1	1	35.186858564	37.627582043	40526.717	51671.564		BIO	MURCIE	SACLEP	BUSQUE	BUENO
9	Spectrogram 1	1	35.186858564	37.627582043	40526.717	51671.564	44625.000	BIO	MURCIE	SACLEP	BUSQUE	BUENO
10	Waveform 1	1	45.090858369	48.033788325	28115.410	44579.389		BIO	MURCIE	MOLMOL	BUSQUE	REGULA
10	Spectrogram 1	1	45.090858369	48.033788325	28115.410	44579.389	36750.000	BIO	MURCIE	MOLMOL	BUSQUE	REGULA
11	Waveform 1	1	51.913670571	59.957806665	29639.705	48378.768		BIO	MURCIE	MOLMOL	BUSQUE	MALO
11	Spectrogram 1	1	51.913670571	59.957806665	29639.705	48378.768	36375.000	BIO	MURCIE	MOLMOL	BUSQUE	MALO
12	Waveform 1	1	55.794639728	56.025654707	40206.869	54893.436		BIO	MURCIE	MOLMOL	APROXI	MALO
12	Spectrogram 1	1	55.794639728	56.025654707	40206.869	54893.436	44250.000	BIO	MURCIE	MOLMOL	APROXI	MALO
13	Waveform 1	1	55.980456124	56.241603492	20684.481	51669.556		BIO	MURCIE	MOLMOL	TERMIN	MALO
13	Spectrogram 1	1	55.980456124	56.241603492	20684.481	51669.556	31125.000	BIO	MURCIE	MOLMOL	TERMIN	MALO
14	Waveform 1	1	57.957565287	58.188580266	39669.556	53102.392		BIO	MURCIE	MOLMOL	APROXI	REGULA
14	Spectrogram 1	1	57.957565287	58.188580266	39669.556	53102.392	42750.000	BIO	MURCIE	MOLMOL	APROXI	REGULA
15	Waveform 1	1	58.891669334	59.152816702	40565.078	55251.645		BIO	MURCIE	MOLMOL	APROXI	REGULA
15	Spectrogram 1	1	58.891669334	59.152816702	40565.078	55251.645	43875.000	BIO	MURCIE	MOLMOL	APROXI	REGULA
16	Waveform 1	1	58.123293424	58.620477836	29281.496	57400.899		BIO	MURCIE	MOLMOL	TERMIN	REGULA
16	Spectrogram 1	1	58.123293424	58.620477836	29281.496	57400.899	37875.000	BIO	MURCIE	MOLMOL	TERMIN	REGULA
