Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	10088.136	19850.847		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	10088.136	19850.847	15750.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	0.000	1708.475		BIO	HERPET			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	1708.475	750.000	BIO	HERPET			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3579.661	4962.712		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3579.661	4962.712	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6508.475	7484.746		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7484.746	7125.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7322.034	8135.593		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7322.034	8135.593	7875.000	BIO	INSECT			BUENO
