Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	7608.247		BIO	AVEVOC	PSITTA		BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	7608.247	375.000	BIO	AVEVOC	PSITTA		BUENO
2	Waveform 1	1	0.000000000	59.999994792	0.000	1113.402		ANT	INDETE			
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	1113.402	375.000	ANT	INDETE			
3	Waveform 1	1	0.000000000	59.999994792	9958.763	10577.320		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	9958.763	10577.320	10125.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6865.979	7298.969		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6865.979	7298.969	7125.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	14721.649	26356.136		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	14721.649	26356.136	20625.000	BIO	INSECT			BUENO
6	Waveform 1	1	50.643559960	57.524747482	2226.804	2783.505		BIO	AVEVOC	MILCHI		BUENO
6	Spectrogram 1	1	50.643559960	57.524747482	2226.804	2783.505	2625.000	BIO	AVEVOC	MILCHI		BUENO
