Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	10088.136	19118.644		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	10088.136	19118.644	15000.000	BIO	INSECT			REGULA
2	Waveform 1	1	0.000000000	59.999994792	5938.983	6752.542		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	5938.983	6752.542	6375.000	BIO	INSECT			REGULA
3	Waveform 1	1	1.560693506	58.092480506	7159.322	7647.458		BIO	INSECT			REGULA
3	Spectrogram 1	1	1.560693506	58.092480506	7159.322	7647.458	7500.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	2603.390	3254.237		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	2603.390	3254.237	3000.000	BIO	INSECT			REGULA
5	Waveform 1	1	11.791906491	59.999994792	3335.593	3905.085		BIO	INSECT			REGULA
5	Spectrogram 1	1	11.791906491	59.999994792	3335.593	3905.085	3375.000	BIO	INSECT			REGULA
6	Waveform 1	1	1.040462337	56.300573147	3742.373	4637.288		BIO	INSECT			REGULA
6	Spectrogram 1	1	1.040462337	56.300573147	3742.373	4637.288	3750.000	BIO	INSECT			REGULA
