Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.924855411	34.104043282	3905.085	17816.949		BIO	AVEVOC	TYRMEL		BUENO
1	Spectrogram 1	1	0.924855411	34.104043282	3905.085	17816.949	6000.000	BIO	AVEVOC	TYRMEL		BUENO
2	Waveform 1	1	31.069361465	59.479763623	1301.695	5654.237		BIO	AVEVOC	PITSUL		BUENO
2	Spectrogram 1	1	31.069361465	59.479763623	1301.695	5654.237	4875.000	BIO	AVEVOC	PITSUL		BUENO
3	Waveform 1	1	0.000000000	59.999994792	1627.119	4962.712		BIO	AVEVOC			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	1627.119	4962.712	4125.000	BIO	AVEVOC			BUENO
4	Waveform 1	1	2.601155844	30.057800859	1057.627	2196.610		BIO	AVEVOC			BUENO
4	Spectrogram 1	1	2.601155844	30.057800859	1057.627	2196.610	1500.000	BIO	AVEVOC			BUENO
5	Waveform 1	1	0.000000000	59.999994792	5450.847	6508.475		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	5450.847	6508.475	6000.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	14400.000	14806.780		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	14400.000	14806.780	14625.000	BIO	INSECT			BUENO
