Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.289017316	59.999994792	0.000	2847.458		BIO	HERPET			BUENO
1	Spectrogram 1	1	0.289017316	59.999994792	0.000	2847.458	2625.000	BIO	HERPET			BUENO
2	Waveform 1	1	0.000000000	59.999994792	2115.254	2684.746		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	2115.254	2684.746	2625.000	BIO	INSECT			BUENO
3	Waveform 1	1	37.283233758	59.999994792	2440.678	2928.814		BIO	INSECT			BUENO
3	Spectrogram 1	1	37.283233758	59.999994792	2440.678	2928.814	2625.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	3254.237	4311.864		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	3254.237	4311.864	3750.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6345.763	7159.322		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6345.763	7159.322	6750.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7728.814	8623.729		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7728.814	8623.729	8250.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	6915.254	7484.746		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	6915.254	7484.746	7125.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	9762.712	20134.520		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	9762.712	20134.520	14625.000	BIO	INSECT			BUENO
