Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	30834.650		GEO	LLUVIA			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	30834.650	6375.000	GEO	LLUVIA			
2	Waveform 1	1	0.289017316	3.699421644	21860.386	23586.206		BIO	MURCIE			MALO
2	Spectrogram 1	1	0.289017316	3.699421644	21860.386	23586.206	22875.000	BIO	MURCIE			MALO
3	Waveform 1	1	0.000000000	59.999994792	6020.339	6427.119		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	6020.339	6427.119	6375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	2928.814	3661.017		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	2928.814	3661.017	3375.000	BIO	INSECT			BUENO
5	Waveform 1	1	19.266339055	22.341622879	30302.594	38375.969		BIO	MURCIE		BUSQUE	MUYMAL
5	Spectrogram 1	1	19.266339055	22.341622879	30302.594	38375.969	33000.000	BIO	MURCIE		BUSQUE	MUYMAL
