Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	40.231210381	51.849706482	2033.898	5776.271		BIO	AVEVOC	MILCHI		REGULA
1	Spectrogram 1	1	40.231210381	51.849706482	2033.898	5776.271	3375.000	BIO	AVEVOC	MILCHI		REGULA
2	Waveform 1	1	6.763005193	36.473985273	2847.458	3579.661		BIO	INSECT			MALO
2	Spectrogram 1	1	6.763005193	36.473985273	2847.458	3579.661	3375.000	BIO	INSECT			MALO
3	Waveform 1	1	10.578033764	23.236992203	6101.695	6671.186		BIO	INSECT			BUENO
3	Spectrogram 1	1	10.578033764	23.236992203	6101.695	6671.186	6375.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6833.898	7566.102		BIO	INSECT			MALO
4	Spectrogram 1	1	0.000000000	59.999994792	6833.898	7566.102	7500.000	BIO	INSECT			MALO
5	Waveform 1	1	12.890172291	16.300576620	10901.695	18793.220		BIO	INSECT			MALO
5	Spectrogram 1	1	12.890172291	16.300576620	10901.695	18793.220	15375.000	BIO	INSECT			MALO
6	Waveform 1	1	8.959536795	59.999994792	4230.508	4800.000		BIO	INSECT			MALO
6	Spectrogram 1	1	8.959536795	59.999994792	4230.508	4800.000	4500.000	BIO	INSECT			MALO
7	Waveform 1	1	5.953756709	59.999994792	8298.305	10169.492		BIO	INSECT			MALO
7	Spectrogram 1	1	5.953756709	59.999994792	8298.305	10169.492	9000.000	BIO	INSECT			MALO
8	Waveform 1	1	0.000000000	5.722542856	0.000	25350.339		ANT	TRAMOT			
8	Spectrogram 1	1	0.000000000	5.722542856	0.000	25350.339	7125.000	ANT	TRAMOT			
9	Waveform 1	1	17.934619746	35.231466412	41441.224	50339.647		BIO	MURCIE	SACLEP	BUSQUE	REGULA
9	Spectrogram 1	1	17.934619746	35.231466412	41441.224	50339.647	46875.000	BIO	MURCIE	SACLEP	BUSQUE	REGULA
10	Waveform 1	1	40.262998478	59.652884158	34068.246	51865.091		BIO	MURCIE	SAC_SP	BUSQUE	REGULA
10	Spectrogram 1	1	40.262998478	59.652884158	34068.246	51865.091	46500.000	BIO	MURCIE	SAC_SP	BUSQUE	REGULA
11	Waveform 1	1	40.849869782	40.984837772	35847.930	48814.203		BIO	MURCIE	SAC_SP	TERMIN	REGULA
11	Spectrogram 1	1	40.849869782	40.984837772	35847.930	48814.203	43875.000	BIO	MURCIE	SAC_SP	TERMIN	REGULA
12	Waveform 1	1	40.691046983	40.844219959	35339.449	51102.369		BIO	MURCIE	SAC_SP	APROXI	REGULA
12	Spectrogram 1	1	40.691046983	40.844219959	35339.449	51102.369	43875.000	BIO	MURCIE	SAC_SP	APROXI	REGULA
13	Waveform 1	1	41.115671915	41.251267664	35085.208	49831.166		BIO	MURCIE	SAC_SP	APROXI	REGULA
13	Spectrogram 1	1	41.115671915	41.251267664	35085.208	49831.166	46500.000	BIO	MURCIE	SAC_SP	APROXI	REGULA
14	Waveform 1	1	41.495414798	41.659259661	35085.208	50593.887		BIO	MURCIE	SAC_SP	APROXI	REGULA
14	Spectrogram 1	1	41.495414798	41.659259661	35085.208	50593.887	46500.000	BIO	MURCIE	SAC_SP	APROXI	REGULA
