Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3498.305	3986.441		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3498.305	3986.441	3750.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	4555.932	5613.559		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	4555.932	5613.559	5250.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3986.441	4637.288		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3986.441	4637.288	4500.000	BIO	INSECT			BUENO
4	Waveform 1	1	35.260112546	37.919071853	406.780	1138.983		BIO	AVEVOC			MALO
4	Spectrogram 1	1	35.260112546	37.919071853	406.780	1138.983	750.000	BIO	AVEVOC			MALO
5	Waveform 1	1	0.000000000	59.999994792	7159.322	7810.169		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7159.322	7810.169	7500.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	6508.475	7240.678		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	6508.475	7240.678	7125.000	BIO	INSECT			BUENO
7	Waveform 1	1	50.809244144	53.815024230	8298.305	27854.720		BIO	INSECT			BUENO
7	Spectrogram 1	1	50.809244144	53.815024230	8298.305	27854.720	20250.000	BIO	INSECT			BUENO
8	Waveform 1	1	2.947976623	50.231209512	14593.703	21671.669		BIO	INSECT			BUENO
8	Spectrogram 1	1	2.947976623	50.231209512	14593.703	21671.669	18750.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.852272653	58.238631308	30000.000	44000.000		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.852272653	58.238631308	30000.000	44000.000	38625.000	BIO	INSECT			BUENO
