Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	2783.505		BIO	HERPET			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	2783.505	375.000	BIO	HERPET			REGULA
2	Waveform 1	1	0.000000000	59.999994792	3525.773	4391.753		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3525.773	4391.753	4125.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4701.031	5257.732		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4701.031	5257.732	4875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6309.278	8103.093		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6309.278	8103.093	7125.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.940593978	59.999994792	10948.454	16453.608		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.940593978	59.999994792	10948.454	16453.608	14625.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	15317.714	24163.074		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	15317.714	24163.074	20625.000	BIO	INSECT			REGULA
7	Waveform 1	1	53.217817163	57.574252428	13833.177	24843.487		BIO	INSECT			BUENO
7	Spectrogram 1	1	53.217817163	57.574252428	13833.177	24843.487	20625.000	BIO	INSECT			BUENO
