Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	569.492	1464.407		BIO	HERPET			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	569.492	1464.407	750.000	BIO	HERPET			REGULA
2	Waveform 1	1	0.000000000	59.999994792	0.000	488.136		INDETE				
2	Spectrogram 1	1	0.000000000	59.999994792	0.000	488.136	0.000	INDETE				
3	Waveform 1	1	0.000000000	59.999994792	3335.593	3905.085		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	3335.593	3905.085	3750.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4474.576	5125.424		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4474.576	5125.424	4875.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6101.695	6833.898		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	6101.695	6833.898	6375.000	BIO	INSECT			REGULA
6	Waveform 1	1	0.000000000	59.999994792	7566.102	8542.373		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.000000000	59.999994792	7566.102	8542.373	7875.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.173410390	59.999994792	10332.203	18874.576		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.173410390	59.999994792	10332.203	18874.576	16125.000	BIO	INSECT			REGULA
