Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	40.520227696	48.439302154	813.559	1708.475		BIO	AVEVOC	CAMGRY		REGULA
1	Spectrogram 1	1	40.520227696	48.439302154	813.559	1708.475	1500.000	BIO	AVEVOC	CAMGRY		REGULA
2	Waveform 1	1	38.612713411	44.797683973	244.068	976.271		BIO	HERPET			REGULA
2	Spectrogram 1	1	38.612713411	44.797683973	244.068	976.271	375.000	BIO	HERPET			REGULA
3	Waveform 1	1	0.000000000	59.999994792	3579.661	4149.153		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	3579.661	4149.153	3750.000	BIO	INSECT			REGULA
4	Waveform 1	1	0.462427706	57.976873580	5369.492	6508.475		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.462427706	57.976873580	5369.492	6508.475	6375.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	7322.034	9274.576		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	7322.034	9274.576	8625.000	BIO	INSECT			REGULA
6	Waveform 1	1	4.450866666	4.855490908	10494.915	16759.322		BIO	INSECT			REGULA
6	Spectrogram 1	1	4.450866666	4.855490908	10494.915	16759.322	14625.000	BIO	INSECT			REGULA
7	Waveform 1	1	2.427745454	3.815028571	14888.136	16596.610		BIO	INSECT			REGULA
7	Spectrogram 1	1	2.427745454	3.815028571	14888.136	16596.610	15750.000	BIO	INSECT			REGULA
