Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	569.492		GEO	FLUAGU			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	569.492	0.000	GEO	FLUAGU			
2	Waveform 1	1	0.000000000	59.999994792	2766.102	3254.237		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	2766.102	3254.237	3000.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	3498.305	5125.424		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	3498.305	5125.424	4500.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4800.000	5694.915		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4800.000	5694.915	5250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	6427.119	7403.390		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	6427.119	7403.390	7125.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7891.525	8786.441		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7891.525	8786.441	8625.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	12447.458	13667.797		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	12447.458	13667.797	13125.000	BIO	INSECT			BUENO
8	Waveform 1	1	16.416183546	16.705200862	9030.508	21559.322		BIO	INSECT			BUENO
8	Spectrogram 1	1	16.416183546	16.705200862	9030.508	21559.322	13125.000	BIO	INSECT			BUENO
9	Waveform 1	1	1.851344688	3.813290255	29217.391	36939.130		BIO	MURCIE	MOLOSSI	BUSQUE	MALO
9	Spectrogram 1	1	1.851344688	3.813290255	29217.391	36939.130	32625.000	BIO	MURCIE	MOLOSSI	BUSQUE	MALO
10	Waveform 1	1	15.823232100	18.185024765	30886.957	40278.261		BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
10	Spectrogram 1	1	15.823232100	18.185024765	30886.957	40278.261	34875.000	BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
