Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	494.845		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	494.845	375.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	3463.918	3958.763		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3463.918	3958.763	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4268.041	4886.598		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4268.041	4886.598	4875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	31.930690298	6185.567	7051.546		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	31.930690298	6185.567	7051.546	6750.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7855.670	8721.649		BIO	INSECT			
5	Spectrogram 1	1	0.000000000	59.999994792	7855.670	8721.649	8250.000	BIO	INSECT			
6	Waveform 1	1	0.624999946	59.999994792	29333.333	42666.667		BIO	INSECT			REGULA
6	Spectrogram 1	1	0.624999946	59.999994792	29333.333	42666.667	35250.000	BIO	INSECT			REGULA
