Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	16337.762	30834.650		BIO	INSECT			REGULA
1	Spectrogram 1	1	0.000000000	59.999994792	16337.762	30834.650	20250.000	BIO	INSECT			REGULA
2	Waveform 1	1	29.768783543	30.520228565	8514.045	28188.392		BIO	INDETE			BUENO
2	Spectrogram 1	1	29.768783543	30.520228565	8514.045	28188.392	13500.000	BIO	INDETE			BUENO
3	Waveform 1	1	0.000000000	59.999994792	488.136	3010.169		BIO	HERPET			REGULA
3	Spectrogram 1	1	0.000000000	59.999994792	488.136	3010.169	2250.000	BIO	HERPET			REGULA
4	Waveform 1	1	0.000000000	59.999994792	4149.153	4555.932		BIO	INSECT			REGULA
4	Spectrogram 1	1	0.000000000	59.999994792	4149.153	4555.932	4500.000	BIO	INSECT			REGULA
5	Waveform 1	1	18.323697831	39.942193065	6427.119	6671.186		BIO	INSECT			REGULA
5	Spectrogram 1	1	18.323697831	39.942193065	6427.119	6671.186	6375.000	BIO	INSECT			REGULA
6	Waveform 1	1	22.369940255	23.121385276	7077.966	8216.949		BIO	INSECT			REGULA
6	Spectrogram 1	1	22.369940255	23.121385276	7077.966	8216.949	7500.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	6183.051	7810.169		BIO	INSECT			REGULA
7	Spectrogram 1	1	0.000000000	59.999994792	6183.051	7810.169	7125.000	BIO	INSECT			REGULA
