Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3661.017	4311.864		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3661.017	4311.864	4125.000	BIO	INSECT			BUENO
2	Waveform 1	1	1.560693506	50.578030292	6345.763	6915.254		BIO	INSECT			BUENO
2	Spectrogram 1	1	1.560693506	50.578030292	6345.763	6915.254	6750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	7159.322	8054.237		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	7159.322	8054.237	7875.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	8216.949	8786.441		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	8216.949	8786.441	8250.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	10250.847	32157.977		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	10250.847	32157.977	17625.000	BIO	INSECT			BUENO
6	Waveform 1	1	51.618492629	59.999994792	162.712	9925.424		BIO	INSECT			BUENO
6	Spectrogram 1	1	51.618492629	59.999994792	162.712	9925.424	7875.000	BIO	INSECT			BUENO
7	Waveform 1	1	4.241252223	10.336694395	33488.577	44953.135		BIO	MURCIE	VESPER	BUSQUE	MALO
7	Spectrogram 1	1	4.241252223	10.336694395	33488.577	44953.135	37125.000	BIO	MURCIE	VESPER	BUSQUE	MALO
8	Waveform 1	1	14.619008640	21.842017424	33790.276	49176.920		BIO	MURCIE	VESPER	BUSQUE	MALO
8	Spectrogram 1	1	14.619008640	21.842017424	33790.276	49176.920	39375.000	BIO	MURCIE	VESPER	BUSQUE	MALO
