Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.231213853	5.202311687	650.847	2196.610		BIO	AVEVOC			BUENO
1	Spectrogram 1	1	0.231213853	5.202311687	650.847	2196.610	750.000	BIO	AVEVOC			BUENO
2	Waveform 1	1	30.289014712	32.427742850	813.559	1871.186		BIO	AVEVOC	CROMAJ		BUENO
2	Spectrogram 1	1	30.289014712	32.427742850	813.559	1871.186	1500.000	BIO	AVEVOC	CROMAJ		BUENO
3	Waveform 1	1	3.410404328	59.999994792	3742.373	4230.508		BIO	INSECT			BUENO
3	Spectrogram 1	1	3.410404328	59.999994792	3742.373	4230.508	4125.000	BIO	INSECT			BUENO
4	Waveform 1	1	40.115603454	59.999994792	1708.475	5206.780		BIO	AVEVOC	PSTWAG		BUENO
4	Spectrogram 1	1	40.115603454	59.999994792	1708.475	5206.780	3750.000	BIO	AVEVOC	PSTWAG		BUENO
5	Waveform 1	1	5.838149782	17.514449347	1464.407	3823.729		BIO	AVEVOC			BUENO
5	Spectrogram 1	1	5.838149782	17.514449347	1464.407	3823.729	2625.000	BIO	AVEVOC			BUENO
6	Waveform 1	1	34.335257135	38.786123801	1464.407	3416.949		BIO	AVEVOC			BUENO
6	Spectrogram 1	1	34.335257135	38.786123801	1464.407	3416.949	2250.000	BIO	AVEVOC			BUENO
7	Waveform 1	1	0.000000000	59.999994792	5776.271	6589.831		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	5776.271	6589.831	6375.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	8867.797	9437.288		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	8867.797	9437.288	9000.000	BIO	INSECT			BUENO
9	Waveform 1	1	9.768785279	10.809247617	7728.814	8216.949		BIO	INSECT			BUENO
9	Spectrogram 1	1	9.768785279	10.809247617	7728.814	8216.949	7875.000	BIO	INSECT			BUENO
10	Waveform 1	1	32.023118607	33.063580945	7647.458	8379.661		BIO	INSECT			BUENO
10	Spectrogram 1	1	32.023118607	33.063580945	7647.458	8379.661	7875.000	BIO	INSECT			BUENO
11	Waveform 1	1	0.000000000	59.999994792	0.000	569.492		ANT	INDETE			
11	Spectrogram 1	1	0.000000000	59.999994792	0.000	569.492	0.000	ANT	INDETE			
