Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	21.849709086	40.809245012	1789.831	2196.610		BIO	AVEVOC	FORGRI		MUYBUE
1	Spectrogram 1	1	21.849709086	40.809245012	1789.831	2196.610	1875.000	BIO	AVEVOC	FORGRI		MUYBUE
2	Waveform 1	1	55.722538516	59.248549770	1708.475	2196.610		BIO	AVEVOC	FORGRI		BUENO
2	Spectrogram 1	1	55.722538516	59.248549770	1708.475	2196.610	1875.000	BIO	AVEVOC	FORGRI		BUENO
3	Waveform 1	1	0.462427706	10.924854543	1545.763	2684.746		BIO	AVEVOC			BUENO
3	Spectrogram 1	1	0.462427706	10.924854543	1545.763	2684.746	1875.000	BIO	AVEVOC			BUENO
4	Waveform 1	1	5.780346319	6.647398267	1789.831	2196.610		BIO	AVEVOC	FORGRI		BUENO
4	Spectrogram 1	1	5.780346319	6.647398267	1789.831	2196.610	1875.000	BIO	AVEVOC	FORGRI		BUENO
5	Waveform 1	1	56.069359295	59.999994792	0.000	894.915		INDETE				
5	Spectrogram 1	1	56.069359295	59.999994792	0.000	894.915	375.000	INDETE				
6	Waveform 1	1	0.000000000	59.999994792	2847.458	3254.237		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	2847.458	3254.237	3000.000	BIO	INSECT			BUENO
7	Waveform 1	1	0.000000000	59.999994792	3498.305	3905.085		BIO	INSECT			BUENO
7	Spectrogram 1	1	0.000000000	59.999994792	3498.305	3905.085	3750.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.982658874	59.479763623	3823.729	4555.932		BIO	INSECT			BUENO
8	Spectrogram 1	1	0.982658874	59.479763623	3823.729	4555.932	4125.000	BIO	INSECT			BUENO
9	Waveform 1	1	0.000000000	49.248550638	4637.288	4962.712		BIO	INSECT			BUENO
9	Spectrogram 1	1	0.000000000	49.248550638	4637.288	4962.712	4875.000	BIO	INSECT			BUENO
10	Waveform 1	1	0.000000000	59.999994792	6020.339	6752.542		BIO	INSECT			BUENO
10	Spectrogram 1	1	0.000000000	59.999994792	6020.339	6752.542	6375.000	BIO	INSECT			BUENO
11	Waveform 1	1	3.921542455	6.139226922	24721.030	38935.622		BIO	MURCIE	MOLOSSI	BUSQUE	MALO
11	Spectrogram 1	1	3.921542455	6.139226922	24721.030	38935.622	31875.000	BIO	MURCIE	MOLOSSI	BUSQUE	MALO
12	Waveform 1	1	21.025110334	23.787894185	21836.910	38111.588		BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
12	Spectrogram 1	1	21.025110334	23.787894185	21836.910	38111.588	29250.000	BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
13	Waveform 1	1	27.423523105	59.999994792	22866.953	42437.768		BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
13	Spectrogram 1	1	27.423523105	59.999994792	22866.953	42437.768	30750.000	BIO	MURCIE	MOLOSSI	BUSQUE	MUYMAL
