Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	22.722770305	28.118809440	556.701	3896.907		BIO	AVEVOC			REGULA
1	Spectrogram 1	1	22.722770305	28.118809440	556.701	3896.907	1875.000	BIO	AVEVOC			REGULA
2	Waveform 1	1	0.198019785	4.554455050	4082.474	6309.278		BIO	AVEVOC			REGULA
2	Spectrogram 1	1	0.198019785	4.554455050	4082.474	6309.278	5625.000	BIO	AVEVOC			REGULA
3	Waveform 1	1	32.029700190	35.099006854	3154.639	6247.423		BIO	AVEVOC			REGULA
3	Spectrogram 1	1	32.029700190	35.099006854	3154.639	6247.423	5625.000	BIO	AVEVOC			REGULA
4	Waveform 1	1	40.198016313	59.405935437	3340.206	6371.134		BIO	AVEVOC			REGULA
4	Spectrogram 1	1	40.198016313	59.405935437	3340.206	6371.134	5625.000	BIO	AVEVOC			REGULA
5	Waveform 1	1	1.188118709	17.920790524	0.000	1051.546		BIO	AVEVOC	PATCAY		REGULA
5	Spectrogram 1	1	1.188118709	17.920790524	0.000	1051.546	0.000	BIO	AVEVOC	PATCAY		REGULA
6	Waveform 1	1	16.633661922	21.683166435	6061.856	8288.660		BIO	INSECT			REGULA
6	Spectrogram 1	1	16.633661922	21.683166435	6061.856	8288.660	7125.000	BIO	INSECT			REGULA
