Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	6.820808656	44.566470120	1383.051	2684.746		BIO	HERPET			BUENO
1	Spectrogram 1	1	6.820808656	44.566470120	1383.051	2684.746	2250.000	BIO	HERPET			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3416.949	4474.576		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3416.949	4474.576	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	4.104045887	42.080921203	4962.712	6101.695		BIO	HERPET			BUENO
3	Spectrogram 1	1	4.104045887	42.080921203	4962.712	6101.695	5625.000	BIO	HERPET			BUENO
4	Waveform 1	1	0.000000000	59.999994792	7403.390	8135.593		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	7403.390	8135.593	7875.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	2.947976623	9274.576	21233.898		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	2.947976623	9274.576	21233.898	16125.000	BIO	INSECT			BUENO
7	Waveform 1	1	35.838147178	59.999994792	9600.000	20827.119		BIO	INSECT			BUENO
7	Spectrogram 1	1	35.838147178	59.999994792	9600.000	20827.119	16875.000	BIO	INSECT			BUENO
8	Waveform 1	1	0.000000000	59.999994792	2033.898	2522.034		BIO	HERPET			BUENO
8	Spectrogram 1	1	0.000000000	59.999994792	2033.898	2522.034	2250.000	BIO	HERPET			BUENO
