Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	0.000	650.847		ANT	TRAMOT			
1	Spectrogram 1	1	0.000000000	59.999994792	0.000	650.847	0.000	ANT	TRAMOT			
2	Waveform 1	1	0.000000000	59.999994792	4474.576	4800.000		BIO	INSECT			REGULA
2	Spectrogram 1	1	0.000000000	59.999994792	4474.576	4800.000	4500.000	BIO	INSECT			REGULA
3	Waveform 1	1	0.000000000	15.895952377	5044.068	5694.915		BIO	INSECT			REGULA
3	Spectrogram 1	1	0.000000000	15.895952377	5044.068	5694.915	5625.000	BIO	INSECT			REGULA
4	Waveform 1	1	4.450866666	14.046241555	11064.407	19362.712		BIO	INSECT			REGULA
4	Spectrogram 1	1	4.450866666	14.046241555	11064.407	19362.712	17250.000	BIO	INSECT			REGULA
5	Waveform 1	1	0.000000000	59.999994792	6020.339	6508.475		BIO	INSECT			REGULA
5	Spectrogram 1	1	0.000000000	59.999994792	6020.339	6508.475	6375.000	BIO	INSECT			REGULA
6	Waveform 1	1	43.063580077	58.554908212	5125.424	5776.271		BIO	INSECT			REGULA
6	Spectrogram 1	1	43.063580077	58.554908212	5125.424	5776.271	5625.000	BIO	INSECT			REGULA
7	Waveform 1	1	0.000000000	59.999994792	0.000	46535.593		GEO	LLUVIA			
7	Spectrogram 1	1	0.000000000	59.999994792	0.000	46535.593	6375.000	GEO	LLUVIA			
