Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3079.903	3602.906		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3079.903	3602.906	3375.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	3602.906	3951.574		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	3602.906	3951.574	3750.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	4765.133	5288.136		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	4765.133	5288.136	5250.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	4009.685	4765.133		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	4009.685	4765.133	4500.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	5230.024	6276.029		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	5230.024	6276.029	5250.000	BIO	INSECT			BUENO
6	Waveform 1	1	0.000000000	59.999994792	7205.811	7903.148		BIO	INSECT			BUENO
6	Spectrogram 1	1	0.000000000	59.999994792	7205.811	7903.148	7500.000	BIO	INSECT			BUENO
7	Waveform 1	1	9.257424939	10.049504078	9878.935	21617.433		BIO	INSECT			BUENO
7	Spectrogram 1	1	9.257424939	10.049504078	9878.935	21617.433	15000.000	BIO	INSECT			BUENO
8	Waveform 1	1	35.792076101	37.821778895	8891.041	23302.663		BIO	INSECT			BUENO
8	Spectrogram 1	1	35.792076101	37.821778895	8891.041	23302.663	13125.000	BIO	INSECT			BUENO
9	Waveform 1	1	49.306926413	49.702965983	9123.487	20571.429		BIO	INSECT			BUENO
9	Spectrogram 1	1	49.306926413	49.702965983	9123.487	20571.429	13875.000	BIO	INSECT			BUENO
10	Waveform 1	1	0.000000000	59.999994792	10401.937	20164.649		BIO	INSECT			BUENO
10	Spectrogram 1	1	0.000000000	59.999994792	10401.937	20164.649	14625.000	BIO	INSECT			BUENO
11	Waveform 1	1	0.000000000	59.999994792	8077.482	8949.153		BIO	INSECT			REGULA
11	Spectrogram 1	1	0.000000000	59.999994792	8077.482	8949.153	8625.000	BIO	INSECT			REGULA
13	Waveform 1	1	42.871283407	59.999994792	2498.789	2963.680		BIO	INSECT			BUENO
13	Spectrogram 1	1	42.871283407	59.999994792	2498.789	2963.680	2625.000	BIO	INSECT			BUENO
