Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	13.468206923	59.999994792	0.000	488.136		ANT	TRAMOT			
1	Spectrogram 1	1	13.468206923	59.999994792	0.000	488.136	375.000	ANT	TRAMOT			
2	Waveform 1	1	27.630055405	33.410401724	894.915	1627.119		BIO	AVEVOC			MALO
2	Spectrogram 1	1	27.630055405	33.410401724	894.915	1627.119	1500.000	BIO	AVEVOC			MALO
3	Waveform 1	1	0.231213853	3.236993939	2277.966	3010.169		BIO	AVEVOC			MALO
3	Spectrogram 1	1	0.231213853	3.236993939	2277.966	3010.169	2625.000	BIO	AVEVOC			MALO
4	Waveform 1	1	0.462427706	57.225428559	3742.373	4718.644		BIO	AVEVOC			MALO
4	Spectrogram 1	1	0.462427706	57.225428559	3742.373	4718.644	4125.000	BIO	AVEVOC			MALO
5	Waveform 1	1	0.000000000	59.999994792	5613.559	6915.254		BIO	INSECT			MALO
5	Spectrogram 1	1	0.000000000	59.999994792	5613.559	6915.254	6375.000	BIO	INSECT			MALO
6	Waveform 1	1	0.000000000	59.999994792	7484.746	8542.373		BIO	INSECT			MALO
6	Spectrogram 1	1	0.000000000	59.999994792	7484.746	8542.373	7875.000	BIO	INSECT			MALO
