Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.643901154	2.792624848	43949.704	75949.704		BIO	MURCIE	VESPER	BUSQUE	MUYBUE
1	Spectrogram 1	1	0.643901154	2.792624848	43949.704	75949.704	48750.000	BIO	MURCIE	VESPER	BUSQUE	MUYBUE
2	Waveform 1	1	3.603830504	6.505566929	44925.314	65022.875		BIO	MURCIE	VESPER	BUSQUE	BUENO
2	Spectrogram 1	1	3.603830504	6.505566929	44925.314	65022.875	49875.000	BIO	MURCIE	VESPER	BUSQUE	BUENO
3	Waveform 1	1	9.762225456	12.352405757	45120.436	64242.387		BIO	MURCIE	VESPER	BUSQUE	REGULA
3	Spectrogram 1	1	9.762225456	12.352405757	45120.436	64242.387	49500.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
4	Waveform 1	1	14.235064854	16.904954712	38096.046	52730.192		BIO	MURCIE	SAC_SP	BUSQUE	REGULA
4	Spectrogram 1	1	14.235064854	16.904954712	38096.046	52730.192	45750.000	BIO	MURCIE	SAC_SP	BUSQUE	REGULA
5	Waveform 1	1	17.794034500	22.342660087	44144.826	64632.631		BIO	MURCIE	VESPER	BUSQUE	REGULA
5	Spectrogram 1	1	17.794034500	22.342660087	44144.826	64632.631	48375.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
6	Waveform 1	1	24.221841791	26.557201587	40632.631	49217.997		BIO	MURCIE	SAC_SP	BUSQUE	BUENO
6	Spectrogram 1	1	24.221841791	26.557201587	40632.631	49217.997	45750.000	BIO	MURCIE	SAC_SP	BUSQUE	BUENO
7	Waveform 1	1	26.440014097	26.546548179	41413.119	47461.900		BIO	MURCIE	SAC_SP	TERMIN	MALO
7	Spectrogram 1	1	26.440014097	26.546548179	41413.119	47461.900	43875.000	BIO	MURCIE	SAC_SP	TERMIN	MALO
8	Waveform 1	1	27.168997642	29.073724212	37705.802	50388.729		BIO	MURCIE	SAC_SP	BUSQUE	BUENO
8	Spectrogram 1	1	27.168997642	29.073724212	37705.802	50388.729	45750.000	BIO	MURCIE	SAC_SP	BUSQUE	BUENO
9	Waveform 1	1	29.432388954	29.611721325	37510.680	47071.656		BIO	MURCIE	SAC_SP	TERMIN	MALO
9	Spectrogram 1	1	29.432388954	29.611721325	37510.680	47071.656	43500.000	BIO	MURCIE	SAC_SP	TERMIN	MALO
10	Waveform 1	1	31.067171042	33.250832585	45120.436	73022.875		BIO	MURCIE	VESPER	BUSQUE	BUENO
10	Spectrogram 1	1	31.067171042	33.250832585	45120.436	73022.875	50250.000	BIO	MURCIE	VESPER	BUSQUE	BUENO
11	Waveform 1	1	32.959639429	33.238403609	46876.534	64827.753		BIO	MURCIE	VESPER	APROXI	REGULA
11	Spectrogram 1	1	32.959639429	33.238403609	46876.534	64827.753	52500.000	BIO	MURCIE	VESPER	APROXI	REGULA
12	Waveform 1	1	35.549849809	37.007591160	45510.680	62096.046		BIO	MURCIE	VESPER	BUSQUE	REGULA
12	Spectrogram 1	1	35.549849809	37.007591160	45510.680	62096.046	49500.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
13	Waveform 1	1	38.908881146	45.552028263	38291.168	51364.339		BIO	MURCIE	SAC_SP	BUSQUE	MUYBUE
13	Spectrogram 1	1	38.908881146	45.552028263	38291.168	51364.339	45000.000	BIO	MURCIE	SAC_SP	BUSQUE	MUYBUE
14	Waveform 1	1	42.905514040	43.065315163	39071.656	46876.534		BIO	MURCIE	SAC_SP	TERMIN	BUENO
14	Spectrogram 1	1	42.905514040	43.065315163	39071.656	46876.534	44250.000	BIO	MURCIE	SAC_SP	TERMIN	BUENO
15	Waveform 1	1	45.412445360	45.524306146	38291.168	46096.046		BIO	MURCIE	SAC_SP	TERMIN	REGULA
15	Spectrogram 1	1	45.412445360	45.524306146	38291.168	46096.046	43500.000	BIO	MURCIE	SAC_SP	TERMIN	REGULA
16	Waveform 1	1	45.579061623	46.623095623	44144.826	66193.607		BIO	MURCIE	VESPER	BUSQUE	REGULA
16	Spectrogram 1	1	45.579061623	46.623095623	44144.826	66193.607	49500.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
17	Waveform 1	1	46.847102539	51.158812441	37900.924	46486.290		BIO	MURCIE	SAC_SP	BUSQUE	MALO
17	Spectrogram 1	1	46.847102539	51.158812441	37900.924	46486.290	42750.000	BIO	MURCIE	SAC_SP	BUSQUE	MALO
18	Waveform 1	1	47.965025327	51.205320695	44925.314	60535.070		BIO	MURCIE	VESPER	BUSQUE	REGULA
18	Spectrogram 1	1	47.965025327	51.205320695	44925.314	60535.070	49125.000	BIO	MURCIE	VESPER	BUSQUE	REGULA
19	Waveform 1	1	55.699857863	57.359726837	38486.290	51364.339		BIO	MURCIE	MOLOTE	BUSQUE	REGULA
19	Spectrogram 1	1	55.699857863	57.359726837	38486.290	51364.339	44250.000	BIO	MURCIE	MOLOTE	BUSQUE	REGULA
20	Waveform 1	1	24.977639898	27.203135592	24827.753	38876.534		BIO	MURCIE	MOL_SP	BUSQUE	MALO
20	Spectrogram 1	1	24.977639898	27.203135592	24827.753	38876.534	29625.000	BIO	MURCIE	MOL_SP	BUSQUE	MALO
