Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Center Freq (Hz)	Tipo	Id	Determinación	Comportamiento	Calidad
1	Waveform 1	1	0.000000000	59.999994792	3254.237	3986.441		BIO	INSECT			BUENO
1	Spectrogram 1	1	0.000000000	59.999994792	3254.237	3986.441	3750.000	BIO	INSECT			BUENO
2	Waveform 1	1	0.000000000	59.999994792	4637.288	5694.915		BIO	INSECT			BUENO
2	Spectrogram 1	1	0.000000000	59.999994792	4637.288	5694.915	5250.000	BIO	INSECT			BUENO
3	Waveform 1	1	0.000000000	59.999994792	5857.627	6183.051		BIO	INSECT			BUENO
3	Spectrogram 1	1	0.000000000	59.999994792	5857.627	6183.051	6000.000	BIO	INSECT			BUENO
4	Waveform 1	1	0.000000000	59.999994792	6345.763	7159.322		BIO	INSECT			BUENO
4	Spectrogram 1	1	0.000000000	59.999994792	6345.763	7159.322	7125.000	BIO	INSECT			BUENO
5	Waveform 1	1	0.000000000	59.999994792	7077.966	7566.102		BIO	INSECT			BUENO
5	Spectrogram 1	1	0.000000000	59.999994792	7077.966	7566.102	7500.000	BIO	INSECT			BUENO
6	Waveform 1	1	5.606935929	5.838149782	10738.983	19118.644		BIO	INSECT			BUENO
6	Spectrogram 1	1	5.606935929	5.838149782	10738.983	19118.644	15750.000	BIO	INSECT			BUENO
7	Waveform 1	1	19.826587874	19.999998264	10657.627	18793.220		BIO	INSECT			BUENO
7	Spectrogram 1	1	19.826587874	19.999998264	10657.627	18793.220	15375.000	BIO	INSECT			BUENO
8	Waveform 1	1	37.803464927	38.092482242	11308.475	18874.576		BIO	INSECT			BUENO
8	Spectrogram 1	1	37.803464927	38.092482242	11308.475	18874.576	15000.000	BIO	INSECT			BUENO
9	Waveform 1	1	46.647394795	46.878608647	10332.203	18630.508		BIO	INSECT			BUENO
9	Spectrogram 1	1	46.647394795	46.878608647	10332.203	18630.508	14625.000	BIO	INSECT			BUENO
10	Waveform 1	1	50.404619902	50.751440681	10983.051	20908.475		BIO	INSECT			BUENO
10	Spectrogram 1	1	50.404619902	50.751440681	10983.051	20908.475	16500.000	BIO	INSECT			BUENO
11	Waveform 1	1	51.734099555	51.907509945	10983.051	19688.136		BIO	INSECT			BUENO
11	Spectrogram 1	1	51.734099555	51.907509945	10983.051	19688.136	15000.000	BIO	INSECT			BUENO
12	Waveform 1	1	56.878607779	57.109821632	10983.051	21233.898		BIO	INSECT			BUENO
12	Spectrogram 1	1	56.878607779	57.109821632	10983.051	21233.898	15750.000	BIO	INSECT			BUENO
13	Waveform 1	1	37.919071853	59.999994792	2847.458	3254.237		BIO	INSECT			BUENO
13	Spectrogram 1	1	37.919071853	59.999994792	2847.458	3254.237	3000.000	BIO	INSECT			BUENO
14	Waveform 1	1	57.572249338	59.999994792	0.000	1383.051		INDETE				
14	Spectrogram 1	1	57.572249338	59.999994792	0.000	1383.051	375.000	INDETE				
15	Waveform 1	1	0.175772267	45.881583751	16549.805	23001.424			INDETE			BUENO
15	Spectrogram 1	1	0.175772267	45.881583751	16549.805	23001.424	19125.000		INDETE			BUENO
